RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
28,40.00,1:18.67,KOR,9320197,2002,66,28,MA Junho,3,World Cup Carezza (ITA),2023-12-14
29,36.00,1:21.03,AUT,9050029,1988,47,29,KISLINGER Sebastian,2,World Cup Carezza (ITA),2023-12-14
30,32.00,"",ITA,9290227,1995,33,30,BAGOZZA Daniele,1,World Cup Carezza (ITA),2023-12-14
31,28.00,"",AUT,9050272,2001,49,31,PINK Matthaeus,"",World Cup Carezza (ITA),2023-12-14
32,26.00,"",AUT,9050196,1995,43,32,JURITZ Aron,"",World Cup Carezza (ITA),2023-12-14
33,24.00,37.39,POL,9430124,1996,37,33,NOWACZYK Michal,"",World Cup Carezza (ITA),2023-12-14
34,22.00,37.83,CAN,9100940,2000,55,34,BEHAN Jamie,"",World Cup Carezza (ITA),2023-12-14
35,20.00,38.35,CZE,9150333,2006,70,35,MINARIK Krystof,"",World Cup Carezza (ITA),2023-12-14
36,19.70,38.36,ITA,9290395,2002,53,36,LANTSCHNER Fabian,"",World Cup Carezza (ITA),2023-12-14
37,19.40,38.54,CAN,9100570,1996,58,37,LEFEBVRE Jules,"",World Cup Carezza (ITA),2023-12-14
38,19.10,38.58,USA,9531069,1997,62,38,UDOLF Dylan,"",World Cup Carezza (ITA),2023-12-14
39,18.80,38.65,GER,9200158,2001,46,39,PRANTL Ole-Mikkel,"",World Cup Carezza (ITA),2023-12-14
40,18.50,38.67,CZE,9150168,1999,69,40,POCINEK Adam,"",World Cup Carezza (ITA),2023-12-14
41,18.50,38.67,ITA,9290464,2005,67,40,ZIMMERHOFER Elias,"",World Cup Carezza (ITA),2023-12-14
42,17.90,38.71,POL,9430012,1987,63,42,GASIENICA-DANIEL Andrzej,"",World Cup Carezza (ITA),2023-12-14
43,17.90,38.71,GER,9200128,1999,34,42,HUBER Elias,"",World Cup Carezza (ITA),2023-12-14
44,17.30,38.74,CHN,1124993,2002,60,44,BAN Xuefu,"",World Cup Carezza (ITA),2023-12-14
45,17.00,38.91,USA,9530791,1994,65,45,ROSENCRANZ Ryan,"",World Cup Carezza (ITA),2023-12-14
46,16.70,39.13,KOR,9320127,1998,51,46,HONG Seung-Yeong,"",World Cup Carezza (ITA),2023-12-14
47,16.40,39.18,CAN,9100748,1998,64,47,KILMER-CHOI Richard Riley,"",World Cup Carezza (ITA),2023-12-14
48,"",39.55,JPN,9300905,2002,52,48,KANEMATSU Naoki,"",World Cup Carezza (ITA),2023-12-14
49,"",40.19,GER,9200176,2002,68,49,TANIGUCHI Kaijo,"",World Cup Carezza (ITA),2023-12-14
50,"",41.07,AUT,9050297,2003,50,50,KARNER Christoph,"",World Cup Carezza (ITA),2023-12-14
51,"",43.45,CAN,9101030,2001,57,51,CARPENTIER Justin,"",World Cup Carezza (ITA),2023-12-14
52,"",44.26,JPN,9300870,2001,61,52,SHIMIZU Daichi,"",World Cup Carezza (ITA),2023-12-14
53,"","",ROU,1653462,1976,71,"",MORTILA ZAHARESCU Toma-Andrei,"",World Cup Carezza (ITA),2023-12-14
54,"","",ITA,9290289,1997,38,"",HOFER Marc,"",World Cup Carezza (ITA),2023-12-14
55,"","",ITA,9290463,2005,59,"",SANTUARI Mike,"",World Cup Carezza (ITA),2023-12-14
