RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,290.00,SUI,9515082,1:58.02,1992,1,ZOGG Julie,1,National Championships Samnaun (SUI),2024-04-07
2,232.00,SUI,9515102,1:59.74,1993,7,JENNY Ladina,2,National Championships Samnaun (SUI),2024-04-07
3,174.00,SUI,9515196,2:06.95,2002,2,HAUSER Ricarda,3,National Championships Samnaun (SUI),2024-04-07
4,145.00,JPN,9305265,2:07.72,1994,15,KOSHISAKA Ayana,4,National Championships Samnaun (SUI),2024-04-07
5,130.50,SUI,9515212,2:07.78,2003,6,BAETSCHI Flurina Neva,5,National Championships Samnaun (SUI),2024-04-07
6,116.00,JPN,9305437,2:07.88,2003,4,YOGO Sakura,6,National Championships Samnaun (SUI),2024-04-07
7,104.40,SUI,9515236,2:08.13,2007,14,VON SIEBENTHAL Xenia,7,National Championships Samnaun (SUI),2024-04-07
8,92.80,SUI,9515213,2:10.59,2004,12,BAETSCHI Laila Ursina,8,National Championships Samnaun (SUI),2024-04-07
9,84.10,SUI,9515198,2:12.80,2002,10,KLEESATTEL Eliane,9,National Championships Samnaun (SUI),2024-04-07
10,75.40,CZE,9155071,2:13.22,2003,9,SONKOVA Klara,10,National Championships Samnaun (SUI),2024-04-07
11,69.60,POL,9435094,2:15.46,2004,5,KACICZAK Olga,11,National Championships Samnaun (SUI),2024-04-07
12,63.80,CZE,9155116,2:18.20,2006,11,MARESOVA Emma Maya,12,National Championships Samnaun (SUI),2024-04-07
13,58.00,CZE,9155137,2:19.66,2007,16,OTIPKOVA Hana,13,National Championships Samnaun (SUI),2024-04-07
14,52.20,POL,9435095,2:25.70,2004,8,KULA Maria,14,National Championships Samnaun (SUI),2024-04-07
15,"",SUI,9515251,2:45.50,2008,18,DE FILIPPO Giada,15,National Championships Samnaun (SUI),2024-04-07
16,"",CZE,9155108,"",2005,17,KECLIKOVA Barbora,"",National Championships Samnaun (SUI),2024-04-07
17,"",POL,9435097,"",2004,13,POLTORAK Karolina,"",National Championships Samnaun (SUI),2024-04-07
18,"",POL,9435099,"",2004,3,STOKLOSA Natalia,"",National Championships Samnaun (SUI),2024-04-07
