RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,BUL,9090160,2005,53.01,20,ZAMFIROV Tervel,1,Qualification Lachtal (AUT),2024-03-22
2,BUL,9090158,2004,53.17,24,KRASHNIAK Alexander,2,Qualification Lachtal (AUT),2024-03-22
3,ITA,9290515,2007,53.27,25,RABANSER Tommy,3,Qualification Lachtal (AUT),2024-03-22
4,BUL,9090159,2004,53.49,18,GEORGIEV Kristian,4,Qualification Lachtal (AUT),2024-03-22
5,JPN,9301081,2006,53.61,17,TAKEKAWA Shin,5,Qualification Lachtal (AUT),2024-03-22
6,GER,9200203,2004,53.78,35,VOJTASEK Samuel,6,Qualification Lachtal (AUT),2024-03-22
7,BUL,9090161,2005,53.91,21,GERGYOVSKI Petar,7,Qualification Lachtal (AUT),2024-03-22
8,AUT,9050324,2007,53.98,22,GRAVOGL Joachim,8,Qualification Lachtal (AUT),2024-03-22
9,ITA,9290464,2005,54.04,23,ZIMMERHOFER Elias,9,Qualification Lachtal (AUT),2024-03-22
10,CZE,9150333,2006,54.07,26,MINARIK Krystof,10,Qualification Lachtal (AUT),2024-03-22
11,AUT,9050308,2004,54.14,32,TREFFLER Julian,11,Qualification Lachtal (AUT),2024-03-22
12,ITA,9290441,2004,54.28,38,DORFMANN Simon,12,Qualification Lachtal (AUT),2024-03-22
13,GER,9200208,2005,54.53,28,RIEL Benedikt,13,Qualification Lachtal (AUT),2024-03-22
14,USA,9531573,2006,55.03,31,OVERSTAKE Walker,14,Qualification Lachtal (AUT),2024-03-22
15,UKR,9690175,2005,55.19,48,BILOUS Nestor,15,Qualification Lachtal (AUT),2024-03-22
16,UKR,9690174,2005,55.83,39,KABALIUK Mykhailo,16,Qualification Lachtal (AUT),2024-03-22
17,AUT,9050315,2004,55.95,42,PAHEINER Andreas,17,Qualification Lachtal (AUT),2024-03-22
18,USA,9531727,2006,56.00,36,SMITH Michael,18,Qualification Lachtal (AUT),2024-03-22
19,CAN,9101355,2005,56.08,27,FREEMAN Luis,19,Qualification Lachtal (AUT),2024-03-22
20,POL,9430193,2004,56.16,40,MIKOLAJCZYK Maciej,20,Qualification Lachtal (AUT),2024-03-22
21,AUT,9050318,2006,56.25,19,HAMMERSCHMIDT Lion,21,Qualification Lachtal (AUT),2024-03-22
22,ITA,9290497,2006,56.68,33,HALLER Manuel,22,Qualification Lachtal (AUT),2024-03-22
23,GBR,9220173,2006,56.80,41,CARPENTER Samuel,23,Qualification Lachtal (AUT),2024-03-22
24,CZE,9150345,2008,56.85,50,MARES Filip,24,Qualification Lachtal (AUT),2024-03-22
25,CAN,9101366,2006,57.15,47,HELDMAN Matthew,25,Qualification Lachtal (AUT),2024-03-22
26,ITA,9290437,2004,58.07,46,DA COL Tommaso Felice,26,Qualification Lachtal (AUT),2024-03-22
27,POL,9430191,2004,58.11,44,WILK Michal,27,Qualification Lachtal (AUT),2024-03-22
28,BUL,9090182,2008,59.33,61,ERMENKOV Ivaylo,28,Qualification Lachtal (AUT),2024-03-22
29,KOR,9320237,2006,1:02.18,51,PARK Jaemin,29,Qualification Lachtal (AUT),2024-03-22
30,USA,9531571,2004,1:03.03,37,PIERCE Nicholas,30,Qualification Lachtal (AUT),2024-03-22
31,KOR,9320222,2005,"",34,PARK Jisung,31,Qualification Lachtal (AUT),2024-03-22
32,BUL,9090184,2008,"",65,KARADJINOV Georgi,32,Qualification Lachtal (AUT),2024-03-22
33,UKR,9690180,2006,28.96,59,POPADYCH Oleksandr,33,Qualification Lachtal (AUT),2024-03-22
34,KOR,9320246,2006,28.99,55,KIM Sangyun,34,Qualification Lachtal (AUT),2024-03-22
35,CZE,9150343,2006,29.05,49,TULACH Ondrej,35,Qualification Lachtal (AUT),2024-03-22
36,KOR,9320267,2008,29.16,66,LEE Hyunseok,36,Qualification Lachtal (AUT),2024-03-22
37,CZE,9150317,2004,29.20,52,KRUPA Adam,37,Qualification Lachtal (AUT),2024-03-22
38,JPN,9301037,2005,29.22,30,SUMINAGA Shogo,38,Qualification Lachtal (AUT),2024-03-22
39,CZE,9150336,2004,29.44,58,KRAUTMAN Christopher Joseph,39,Qualification Lachtal (AUT),2024-03-22
40,CZE,9150395,2008,29.55,64,MICHAL Tomas,40,Qualification Lachtal (AUT),2024-03-22
41,SUI,9510555,2007,29.56,54,MOSCA Nuri,41,Qualification Lachtal (AUT),2024-03-22
42,SUI,9510546,2006,30.11,53,MEISSER Nicola,42,Qualification Lachtal (AUT),2024-03-22
43,KOR,9320217,2004,30.54,43,KIL Geon Ho,43,Qualification Lachtal (AUT),2024-03-22
44,UKR,9690183,2007,30.57,57,BAZHAN Sviatoslav,44,Qualification Lachtal (AUT),2024-03-22
45,SUI,9510518,2005,30.88,63,KATHRINER Arne,45,Qualification Lachtal (AUT),2024-03-22
46,HUN,9240046,2005,32.94,60,SZABO Marcell,46,Qualification Lachtal (AUT),2024-03-22
47,ITA,9290463,2005,33.36,29,SANTUARI Mike,47,Qualification Lachtal (AUT),2024-03-22
48,GRE,9230001,2005,34.80,62,KARAFYLLIAS Drosos,48,Qualification Lachtal (AUT),2024-03-22
49,POL,9430208,2006,36.22,45,KULPINSKI Anatol,49,Qualification Lachtal (AUT),2024-03-22
50,KOR,9320240,2006,36.52,56,KIM Ji Eon,50,Qualification Lachtal (AUT),2024-03-22
