RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,LBN,1349986,2:02.18,2003,4,ABI NADER Lynn,1,FIS Cedars ski Resort (LBN),2024-02-18
2,40.00,LBN,1349966,2:08.74,1999,2,FAKHRY Huguette,2,FIS Cedars ski Resort (LBN),2024-02-18
3,30.00,LBN,1349965,2:09.63,1991,9,ABDELNOUR Lena Kamal,3,FIS Cedars ski Resort (LBN),2024-02-18
4,25.00,LBN,1349983,2:11.51,2003,6,TAWK Jennifer,4,FIS Cedars ski Resort (LBN),2024-02-18
5,22.50,LBN,1349950,2:11.57,1985,7,EL HAGE Marwa,5,FIS Cedars ski Resort (LBN),2024-02-18
6,20.00,LBN,1349987,2:14.07,1986,8,RAFFOUL EL FAKHRY Urimar,6,FIS Cedars ski Resort (LBN),2024-02-18
7,18.00,LBN,1349984,2:33.23,2006,1,TAWK Angelina,7,FIS Cedars ski Resort (LBN),2024-02-18
8,16.00,LBN,1349985,2:39.60,2005,3,ALFAKHRY Rim,8,FIS Cedars ski Resort (LBN),2024-02-18
9,"",LBN,1349988,"",2007,10,FAHRY Angelina,"",FIS Cedars ski Resort (LBN),2024-02-18
10,"",LBN,1349960,"",1992,5,SAAB Nour,"",FIS Cedars ski Resort (LBN),2024-02-18
