RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,24.00,42.92,POL,9435104,2006,51,DAWIDEK Weronika,33,"",World Cup Carezza (ITA),2023-12-14
34,22.00,43.74,USA,9535531,2000,39,BULLIS Alexa,34,"",World Cup Carezza (ITA),2023-12-14
35,20.00,43.82,POL,9435070,1999,48,BUKOWSKA-CHYC Maria,35,"",World Cup Carezza (ITA),2023-12-14
36,19.70,43.99,ITA,9295200,2004,55,FACHIN Fabiana,36,"",World Cup Carezza (ITA),2023-12-14
37,"",44.11,JPN,9305265,1994,52,KOSHISAKA Ayana,37,"",World Cup Carezza (ITA),2023-12-14
38,"",44.75,UKR,9695036,2003,47,HAPATYN Nadiia,38,"",World Cup Carezza (ITA),2023-12-14
39,"",52.21,MKD,1759992,1990,44,SPASOVSKA Sanja,39,"",World Cup Carezza (ITA),2023-12-14
1,1000.00,1:19.62,GER,9205058,1996,5,HOFMEISTER Ramona Theresia,1,100,World Cup Carezza (ITA),2023-12-14
2,800.00,1:18.87,AUT,9055071,1998,3,ULBING Daniela,2,80,World Cup Carezza (ITA),2023-12-14
3,600.00,1:17.78,JPN,9305427,2003,1,MIKI Tsubaki,3,60,World Cup Carezza (ITA),2023-12-14
4,500.00,1:18.84,SUI,9515082,1992,2,ZOGG Julie,4,50,World Cup Carezza (ITA),2023-12-14
5,450.00,1:19.53,ITA,9295145,1997,4,DALMASSO Lucia,5,45,World Cup Carezza (ITA),2023-12-14
6,400.00,1:19.62,SUI,9515102,1993,6,JENNY Ladina,6,40,World Cup Carezza (ITA),2023-12-14
7,360.00,1:19.89,ITA,9295071,1993,7,OCHNER Nadya,7,36,World Cup Carezza (ITA),2023-12-14
8,320.00,1:19.95,NED,9405023,1996,8,DEKKER Michelle,8,32,World Cup Carezza (ITA),2023-12-14
9,290.00,1:20.08,GER,9205050,1994,9,LOCH Cheyenne,9,29,World Cup Carezza (ITA),2023-12-14
10,260.00,1:20.78,CZE,9155072,2003,10,MADEROVA Zuzana,10,26,World Cup Carezza (ITA),2023-12-14
11,240.00,1:20.84,AUT,9055032,1992,11,SCHOEFFMANN Sabine,11,24,World Cup Carezza (ITA),2023-12-14
12,220.00,1:20.85,ITA,9295154,2001,12,CORATTI Jasmin,12,22,World Cup Carezza (ITA),2023-12-14
13,200.00,1:20.90,ITA,9295132,1999,13,CAFFONT Elisa,13,20,World Cup Carezza (ITA),2023-12-14
14,180.00,1:21.07,USA,9535569,2003,14,PFLUM Iris,14,18,World Cup Carezza (ITA),2023-12-14
15,160.00,1:21.10,GER,9205056,1996,15,HOCHREITER Melanie,15,16,World Cup Carezza (ITA),2023-12-14
16,150.00,1:21.11,SLO,1569955,1989,16,KOTNIK Gloria,16,15,World Cup Carezza (ITA),2023-12-14
17,140.00,1:21.67,KOR,9325017,1995,37,JEONG Haerim,17,14,World Cup Carezza (ITA),2023-12-14
18,130.00,1:21.78,CHN,9125001,1998,46,GONG Naiying,18,13,World Cup Carezza (ITA),2023-12-14
19,120.00,1:22.13,UKR,1699945,1990,31,DANCHA Annamari,19,12,World Cup Carezza (ITA),2023-12-14
20,110.00,1:23.14,POL,9435077,2000,41,KWIATKOWSKA Olimpia,20,11,World Cup Carezza (ITA),2023-12-14
21,100.00,1:23.53,CHN,9125028,2001,43,KONG Binbin,21,10,World Cup Carezza (ITA),2023-12-14
22,90.00,1:23.78,ITA,9295158,2003,50,FAVA Elisa,22,9,World Cup Carezza (ITA),2023-12-14
23,80.00,1:24.51,CAN,9105518,2005,38,MOISAN Aurelie,23,8,World Cup Carezza (ITA),2023-12-14
24,70.00,1:25.26,AUS,9045081,1997,54,BONGIORNO Millie,24,7,World Cup Carezza (ITA),2023-12-14
25,60.00,1:25.47,SUI,9515126,1994,32,KEISER Jessica,25,6,World Cup Carezza (ITA),2023-12-14
26,50.00,1:25.81,USA,9535431,1999,40,KIZUKA Kaiya,26,5,World Cup Carezza (ITA),2023-12-14
27,45.00,1:26.79,UKR,1699984,1997,45,MALOVANNA Oleksandra,27,4,World Cup Carezza (ITA),2023-12-14
28,40.00,1:28.77,JPN,1543464,1983,21,TAKEUCHI Tomoka,28,3,World Cup Carezza (ITA),2023-12-14
29,36.00,1:33.03,ITA,9295182,2003,53,VALLE Sofia,29,2,World Cup Carezza (ITA),2023-12-14
30,32.00,"",AUT,1004920,1973,29,RIEGLER Claudia,30,1,World Cup Carezza (ITA),2023-12-14
31,28.00,"",CZE,9155071,2003,42,SONKOVA Klara,31,"",World Cup Carezza (ITA),2023-12-14
32,26.00,"",SUI,9515154,1997,35,GASSER Larissa,32,"",World Cup Carezza (ITA),2023-12-14
