RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,180.00,1:33.49,CAN,9105371,2000,17,BUCK Kaylie,1,100,Nor-Am Cup Val Saint Come (CAN),2024-02-05
2,144.00,1:31.43,CAN,9105518,2005,15,MOISAN Aurelie,2,80,Nor-Am Cup Val Saint Come (CAN),2024-02-05
3,108.00,1:35.58,JPN,9305432,2003,19,KANAZAWA Noa,3,60,Nor-Am Cup Val Saint Come (CAN),2024-02-05
4,90.00,1:37.74,JPN,9305291,1996,10,TOYODA Asa,4,50,Nor-Am Cup Val Saint Come (CAN),2024-02-05
5,81.00,1:37.25,JPN,9305474,2005,33,JIGE Ayane,5,45,Nor-Am Cup Val Saint Come (CAN),2024-02-05
6,72.00,1:37.89,JPN,9305265,1994,28,KOSHISAKA Ayana,6,40,Nor-Am Cup Val Saint Come (CAN),2024-02-05
7,64.80,1:38.77,JPN,9305476,2005,30,MAEDA Suzumi,7,36,Nor-Am Cup Val Saint Come (CAN),2024-02-05
8,57.60,1:41.46,JPN,9305501,2006,32,NANASAKI Riho,8,32,Nor-Am Cup Val Saint Come (CAN),2024-02-05
9,52.20,1:35.24,USA,9535531,2000,23,BULLIS Alexa,9,29,Nor-Am Cup Val Saint Come (CAN),2024-02-05
10,46.80,1:37.95,USA,9535431,1999,24,KIZUKA Kaiya,10,26,Nor-Am Cup Val Saint Come (CAN),2024-02-05
11,43.20,1:38.91,USA,9535668,2006,5,DOMINO Grace,11,24,Nor-Am Cup Val Saint Come (CAN),2024-02-05
12,39.60,1:39.64,JPN,9305437,2003,31,YOGO Sakura,12,22,Nor-Am Cup Val Saint Come (CAN),2024-02-05
13,36.00,1:40.24,CAN,9105317,1998,26,VAN GRONINGEN Abby,13,20,Nor-Am Cup Val Saint Come (CAN),2024-02-05
14,32.40,1:41.35,JPN,9305482,2003,34,KAMATA Mizuki,14,18,Nor-Am Cup Val Saint Come (CAN),2024-02-05
15,28.80,1:42.60,USA,9535557,2002,11,WILSON Sydney,15,16,Nor-Am Cup Val Saint Come (CAN),2024-02-05
16,27.00,1:42.86,CZE,9155117,2007,35,JECHOVA Linda,16,15,Nor-Am Cup Val Saint Come (CAN),2024-02-05
17,25.20,1:43.33,JPN,9305461,2004,29,OSHIMA Hinano,17,14,Nor-Am Cup Val Saint Come (CAN),2024-02-05
18,23.40,1:44.74,JPN,9305252,1994,36,UENO Koto,18,13,Nor-Am Cup Val Saint Come (CAN),2024-02-05
19,21.60,1:45.24,USA,9535525,2002,25,KIZUKA Mika,19,12,Nor-Am Cup Val Saint Come (CAN),2024-02-05
20,19.80,1:47.27,USA,9535684,2006,6,KIZUKA Akina,20,11,Nor-Am Cup Val Saint Come (CAN),2024-02-05
21,18.00,1:47.34,USA,9535541,2001,12,JONES Cecelia,21,10,Nor-Am Cup Val Saint Come (CAN),2024-02-05
22,16.20,1:47.48,CAN,9105491,2004,20,BETTEZ Anne-Laurie,22,9,Nor-Am Cup Val Saint Come (CAN),2024-02-05
23,14.40,1:49.57,CAN,9105568,2007,9,SWEENEY Rowan,23,8,Nor-Am Cup Val Saint Come (CAN),2024-02-05
24,12.60,1:50.55,AUS,9045159,2004,18,BROSE Georgia,24,7,Nor-Am Cup Val Saint Come (CAN),2024-02-05
25,10.80,1:51.10,USA,9535736,2005,16,MAJOR Nicole,25,6,Nor-Am Cup Val Saint Come (CAN),2024-02-05
26,"",1:55.53,AUS,9045127,2003,27,CHAWNER Mia,26,5,Nor-Am Cup Val Saint Come (CAN),2024-02-05
27,"",2:02.07,USA,9535769,2006,37,SCHREDER Sabrina,27,4,Nor-Am Cup Val Saint Come (CAN),2024-02-05
28,"","",USA,9535774,2008,38,ROTH Alaiza,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
