RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,FRA,9190630,2:06.91,1973,12,ABADIE William,1,FIS Cedars ski Resort (LBN),2024-02-16
2,40.00,LBN,1344948,2:11.42,1982,15,TAUK Nafez,2,FIS Cedars ski Resort (LBN),2024-02-16
3,30.00,CZE,9150015,2:18.35,1984,19,RYS Michal,3,FIS Cedars ski Resort (LBN),2024-02-16
4,25.00,CZE,1697403,2:26.89,1957,18,PROKOPEC Leos Sen.,4,FIS Cedars ski Resort (LBN),2024-02-16
5,22.50,LBN,1344995,2:30.51,2006,17,TAWK Jad,5,FIS Cedars ski Resort (LBN),2024-02-16
6,20.00,LBN,10001460,2:35.32,1998,22,ABI GHANEM Greg,6,FIS Cedars ski Resort (LBN),2024-02-16
7,"",LBN,1344957,"",1975,21,FLOUTI Karim Henri,"",FIS Cedars ski Resort (LBN),2024-02-16
8,"",LBN,10001490,"",1994,20,HAZOURI Antonios,"",FIS Cedars ski Resort (LBN),2024-02-16
9,"",LBN,1344955,"",1987,16,CHAKHTOURA Ziad Gabriel,"",FIS Cedars ski Resort (LBN),2024-02-16
10,"",LBN,1344992,"",1992,14,FRANDO Michael,"",FIS Cedars ski Resort (LBN),2024-02-16
11,"",LBN,1344930,"",1979,13,GHOBRI Roni,"",FIS Cedars ski Resort (LBN),2024-02-16
12,"",LBN,1640173,"",1977,11,EL-HAGE Zaher,"",FIS Cedars ski Resort (LBN),2024-02-16
