RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,120.00,GER,9205105,55.66,2006,12,GUNKEL Hannah,1,FIS Gosau (AUT),2024-01-14
2,96.00,AUT,9055107,56.39,2003,10,SCHOEFFMANN Pia,2,FIS Gosau (AUT),2024-01-14
3,72.00,ITA,9295211,56.80,2005,13,RABANSER Sophie,3,FIS Gosau (AUT),2024-01-14
4,60.00,GER,9205100,57.02,2005,15,BUCCIONI Aurelia,4,FIS Gosau (AUT),2024-01-14
5,54.00,CZE,9155116,57.11,2006,7,MARESOVA Emma Maya,5,FIS Gosau (AUT),2024-01-14
6,48.00,GER,9205097,58.00,2005,16,TANIGUCHI Yuna,6,FIS Gosau (AUT),2024-01-14
7,43.20,SUI,9515198,58.19,2002,8,KLEESATTEL Eliane,7,FIS Gosau (AUT),2024-01-14
8,38.40,ITA,9295224,58.50,2006,11,MAMMONE Anna Victoria,8,FIS Gosau (AUT),2024-01-14
9,34.80,GER,9205106,58.52,2007,9,REICHELMEIR Ina,9,FIS Gosau (AUT),2024-01-14
10,31.20,AUT,9055128,1:02.17,2008,18,DABRINGER Franziska,10,FIS Gosau (AUT),2024-01-14
11,28.80,AUT,9055112,1:04.70,2004,6,NEUMANN Lisa,11,FIS Gosau (AUT),2024-01-14
12,26.40,CZE,9155149,1:06.55,2008,2,KOZELSKA Ivana,12,FIS Gosau (AUT),2024-01-14
13,24.00,CZE,9155110,1:07.35,2006,3,BIEGELOVA Sofie,13,FIS Gosau (AUT),2024-01-14
14,21.60,AUT,9055126,1:07.46,2008,19,ARZBERGER Valentina,14,FIS Gosau (AUT),2024-01-14
15,19.20,GER,9205107,1:09.44,2007,1,VOJTASEKOVA Simona,15,FIS Gosau (AUT),2024-01-14
16,18.00,SUI,9515251,1:12.04,2008,5,DE FILIPPO Giada,16,FIS Gosau (AUT),2024-01-14
17,16.80,CZE,9155148,1:16.08,2008,4,KOZELSKA Adela,17,FIS Gosau (AUT),2024-01-14
18,"",HUN,1249973,1:21.65,2008,17,FARKAS Katalin,18,FIS Gosau (AUT),2024-01-14
19,"",ITA,9295228,"",2005,14,LAMBER Viktoria,"",FIS Gosau (AUT),2024-01-14
