RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,200.00,UKR,1699945,1:09.24,1990,4,DANCHA Annamari,1,National Championships Bukovel (UKR),2024-02-13
2,160.00,UKR,9695046,1:14.56,2005,3,PAVLIUK Eleonora,2,National Championships Bukovel (UKR),2024-02-13
3,120.00,UKR,9695036,1:14.98,2003,1,HAPATYN Nadiia,3,National Championships Bukovel (UKR),2024-02-13
4,100.00,UKR,1699984,1:15.21,1997,5,MALOVANNA Oleksandra,4,National Championships Bukovel (UKR),2024-02-13
5,90.00,UKR,9695023,1:19.42,2001,2,BODNARUK Vita,5,National Championships Bukovel (UKR),2024-02-13
6,80.00,UKR,9695053,1:20.11,2008,11,HORDIICHUK Iryna,6,National Championships Bukovel (UKR),2024-02-13
7,72.00,UKR,9695027,1:22.95,2002,7,ZORIA Yevheniia,7,National Championships Bukovel (UKR),2024-02-13
8,64.00,UKR,9695045,1:23.40,2005,6,MATSIUK Sofiia,8,National Championships Bukovel (UKR),2024-02-13
9,58.00,UKR,9695008,1:27.15,2000,9,MYKHALKO Elizabet,9,National Championships Bukovel (UKR),2024-02-13
10,52.00,UKR,9695052,1:33.46,2007,10,BUGIR Yelyzaveta,10,National Championships Bukovel (UKR),2024-02-13
11,48.00,UKR,9695055,1:40.42,2007,13,RAMIRES-ERNANDES Kateryna,11,National Championships Bukovel (UKR),2024-02-13
12,44.00,UKR,9695051,1:42.05,2006,8,BODNAR Anastasiia,12,National Championships Bukovel (UKR),2024-02-13
13,40.00,UKR,9695037,1:42.81,1990,12,LIUKHANOVA-ZAIETS Mariana,13,National Championships Bukovel (UKR),2024-02-13
14,"",UKR,9695054,1:43.29,2008,15,BOIKO Yordana,14,National Championships Bukovel (UKR),2024-02-13
15,"",UKR,9695033,"",2000,14,NAUMENKO Kateryna,"",National Championships Bukovel (UKR),2024-02-13
