RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,SUI,9515196,2002,"",39,HAUSER Ricarda,"",Qualification Davos  (SUI),2023-12-23
1,SUI,9515082,1992,49.29,23,ZOGG Julie,1,Qualification Davos  (SUI),2023-12-23
2,GER,9205058,1996,49.36,31,HOFMEISTER Ramona Theresia,2,Qualification Davos  (SUI),2023-12-23
3,AUT,9055071,1998,49.96,28,ULBING Daniela,3,Qualification Davos  (SUI),2023-12-23
4,CZE,9155072,2003,50.36,32,MADEROVA Zuzana,4,Qualification Davos  (SUI),2023-12-23
5,ITA,9295145,1997,50.89,19,DALMASSO Lucia,5,Qualification Davos  (SUI),2023-12-23
6,AUT,9055032,1992,50.94,25,SCHOEFFMANN Sabine,6,Qualification Davos  (SUI),2023-12-23
7,SUI,9515102,1993,51.07,24,JENNY Ladina,7,Qualification Davos  (SUI),2023-12-23
8,ITA,9295154,2001,51.43,45,CORATTI Jasmin,8,Qualification Davos  (SUI),2023-12-23
9,ITA,9295132,1999,51.43,26,CAFFONT Elisa,9,Qualification Davos  (SUI),2023-12-23
10,UKR,1699945,1990,51.54,20,DANCHA Annamari,10,Qualification Davos  (SUI),2023-12-23
11,SUI,9515236,2007,52.12,46,VON SIEBENTHAL Xenia,11,Qualification Davos  (SUI),2023-12-23
12,GER,9205056,1996,52.13,30,HOCHREITER Melanie,12,Qualification Davos  (SUI),2023-12-23
13,KOR,9325017,1995,52.26,35,JEONG Haerim,13,Qualification Davos  (SUI),2023-12-23
14,SUI,9515126,1994,52.35,18,KEISER Jessica,14,Qualification Davos  (SUI),2023-12-23
15,AUT,1004920,1973,52.56,29,RIEGLER Claudia,15,Qualification Davos  (SUI),2023-12-23
16,SLO,1569955,1989,52.62,27,KOTNIK Gloria,16,Qualification Davos  (SUI),2023-12-23
17,NED,9405023,1996,52.67,22,DEKKER Michelle,17,Qualification Davos  (SUI),2023-12-23
18,SUI,9515212,2003,52.90,36,BAETSCHI Flurina Neva,18,Qualification Davos  (SUI),2023-12-23
19,CHN,9125028,2001,53.64,49,KONG Binbin,19,Qualification Davos  (SUI),2023-12-23
20,JPN,9305427,2003,54.04,17,MIKI Tsubaki,20,Qualification Davos  (SUI),2023-12-23
21,USA,9535569,2003,54.09,33,PFLUM Iris,21,Qualification Davos  (SUI),2023-12-23
22,SUI,9515154,1997,54.30,34,GASSER Larissa,22,Qualification Davos  (SUI),2023-12-23
23,CAN,9105371,2000,54.62,38,BUCK Kaylie,23,Qualification Davos  (SUI),2023-12-23
24,POL,9435077,2000,55.25,42,KWIATKOWSKA Olimpia,24,Qualification Davos  (SUI),2023-12-23
25,GER,9205050,1994,55.44,21,LOCH Cheyenne,25,Qualification Davos  (SUI),2023-12-23
26,POL,9435070,1999,55.83,43,BUKOWSKA-CHYC Maria,26,Qualification Davos  (SUI),2023-12-23
27,AUS,9045081,1997,56.08,37,BONGIORNO Millie,27,Qualification Davos  (SUI),2023-12-23
28,CHN,9125009,1997,57.00,44,DONG Xue,28,Qualification Davos  (SUI),2023-12-23
29,JPN,9305265,1994,57.18,48,KOSHISAKA Ayana,29,Qualification Davos  (SUI),2023-12-23
30,USA,9535531,2000,1:00.29,41,BULLIS Alexa,30,Qualification Davos  (SUI),2023-12-23
31,UKR,9695036,2003,1:02.60,47,HAPATYN Nadiia,31,Qualification Davos  (SUI),2023-12-23
32,MKD,1759992,1990,1:14.95,40,SPASOVSKA Sanja,32,Qualification Davos  (SUI),2023-12-23
