RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,ITA,9290227,1995,1:04.18,23,BAGOZZA Daniele,1,Qualification Simonhöhe (AUT),2024-01-27
2,AUT,9050279,2001,1:04.26,42,BURGSTALLER Dominik,2,Qualification Simonhöhe (AUT),2024-01-27
3,AUT,1054984,1985,1:04.31,31,KARL Benjamin,3,Qualification Simonhöhe (AUT),2024-01-27
4,POL,9430120,1996,1:04.36,17,KWIATKOWSKI Oskar,4,Qualification Simonhöhe (AUT),2024-01-27
5,GER,9200128,1999,1:04.40,35,HUBER Elias,5,Qualification Simonhöhe (AUT),2024-01-27
6,ITA,9290200,1994,1:04.50,21,BORMOLINI Maurizio,6,Qualification Simonhöhe (AUT),2024-01-27
7,ITA,1163127,1980,1:04.51,25,FISCHNALLER Roland,7,Qualification Simonhöhe (AUT),2024-01-27
8,SLO,9560053,1991,1:04.62,22,MASTNAK Tim,8,Qualification Simonhöhe (AUT),2024-01-27
9,SLO,1659088,1984,1:04.64,32,KOSIR Zan,9,Qualification Simonhöhe (AUT),2024-01-27
10,AUT,1093190,1980,1:04.66,24,PROMMEGGER Andreas,10,Qualification Simonhöhe (AUT),2024-01-27
11,ITA,9290151,1992,1:04.66,29,FELICETTI Mirko,11,Qualification Simonhöhe (AUT),2024-01-27
12,AUT,9050217,1996,1:04.71,20,OBMANN Fabian,12,Qualification Simonhöhe (AUT),2024-01-27
13,ITA,7538766,1986,1:04.76,30,MARCH Aaron,13,Qualification Simonhöhe (AUT),2024-01-27
14,JPN,7300127,1986,1:04.86,39,SHIBA Masaki,14,Qualification Simonhöhe (AUT),2024-01-27
15,ITA,9290107,1991,1:04.93,19,CORATTI Edwin,15,Qualification Simonhöhe (AUT),2024-01-27
16,AUT,9050042,1989,1:04.94,27,PAYER Alexander,16,Qualification Simonhöhe (AUT),2024-01-27
17,SUI,9510417,2000,1:05.03,36,CASANOVA Gian,17,Qualification Simonhöhe (AUT),2024-01-27
18,SUI,9510316,1995,1:05.10,28,CAVIEZEL Dario,18,Qualification Simonhöhe (AUT),2024-01-27
19,SLO,7560012,1986,1:05.12,37,MARGUC Rok,19,Qualification Simonhöhe (AUT),2024-01-27
20,CAN,9100945,2000,1:05.15,43,GAUDET Arnaud,20,Qualification Simonhöhe (AUT),2024-01-27
21,POL,9430124,1996,1:05.16,41,NOWACZYK Michal,21,Qualification Simonhöhe (AUT),2024-01-27
22,KOR,9320014,1989,1:05.19,26,KIM Sangkyum,22,Qualification Simonhöhe (AUT),2024-01-27
23,AUT,9050297,2003,1:05.31,49,KARNER Christoph,23,Qualification Simonhöhe (AUT),2024-01-27
24,AUT,9050029,1988,1:05.31,45,KISLINGER Sebastian,23,Qualification Simonhöhe (AUT),2024-01-27
25,AUT,9050196,1995,1:05.45,46,JURITZ Aron,25,Qualification Simonhöhe (AUT),2024-01-27
26,BUL,1094969,1990,1:05.73,38,YANKOV Radoslav,26,Qualification Simonhöhe (AUT),2024-01-27
27,GER,9200158,2001,1:05.88,48,PRANTL Ole-Mikkel,27,Qualification Simonhöhe (AUT),2024-01-27
28,GER,9200145,2000,1:05.96,44,ANGENEND Yannik,28,Qualification Simonhöhe (AUT),2024-01-27
29,GER,9200092,1993,1:05.97,34,BAUMEISTER Stefan,29,Qualification Simonhöhe (AUT),2024-01-27
30,CZE,9150333,2006,1:06.69,52,MINARIK Krystof,30,Qualification Simonhöhe (AUT),2024-01-27
31,CAN,9100939,2000,1:06.73,54,NAZWASKI Michael,31,Qualification Simonhöhe (AUT),2024-01-27
32,AUT,9050238,1997,"",33,AUNER Arvid,32,Qualification Simonhöhe (AUT),2024-01-27
33,AUT,9050272,2001,33.07,47,PINK Matthaeus,33,Qualification Simonhöhe (AUT),2024-01-27
34,UKR,9690121,1999,33.29,51,KHARUK Mykhailo,34,Qualification Simonhöhe (AUT),2024-01-27
35,CAN,9100570,1996,33.31,57,LEFEBVRE Jules,35,Qualification Simonhöhe (AUT),2024-01-27
36,CAN,9100940,2000,33.46,53,BEHAN Jamie,36,Qualification Simonhöhe (AUT),2024-01-27
37,KOR,9320197,2002,33.62,64,MA Junho,37,Qualification Simonhöhe (AUT),2024-01-27
38,KOR,9320222,2005,33.63,65,PARK Jisung,38,Qualification Simonhöhe (AUT),2024-01-27
39,JPN,9300870,2001,33.66,59,SHIMIZU Daichi,39,Qualification Simonhöhe (AUT),2024-01-27
40,JPN,9300856,2001,33.75,63,SHINOHARA Ryusuke,40,Qualification Simonhöhe (AUT),2024-01-27
41,USA,9531069,1997,33.95,60,UDOLF Dylan,41,Qualification Simonhöhe (AUT),2024-01-27
42,AUS,9040213,1999,34.09,67,EDMANSON Harvey,42,Qualification Simonhöhe (AUT),2024-01-27
43,CAN,9100748,1998,34.38,62,KILMER-CHOI Richard Riley,43,Qualification Simonhöhe (AUT),2024-01-27
44,CZE,9150168,1999,34.47,66,POCINEK Adam,44,Qualification Simonhöhe (AUT),2024-01-27
45,ITA,9290464,2005,34.49,61,ZIMMERHOFER Elias,45,Qualification Simonhöhe (AUT),2024-01-27
46,AUT,9050316,2005,35.23,56,PIETSCH Werner,46,Qualification Simonhöhe (AUT),2024-01-27
47,ITA,9290395,2002,38.94,50,LANTSCHNER Fabian,47,Qualification Simonhöhe (AUT),2024-01-27
48,ITA,9290463,2005,"",58,SANTUARI Mike,"",Qualification Simonhöhe (AUT),2024-01-27
49,CAN,9101030,2001,"",55,CARPENTIER Justin,"",Qualification Simonhöhe (AUT),2024-01-27
50,CAN,9101129,2002,"",40,HELDMAN Ben,"",Qualification Simonhöhe (AUT),2024-01-27
51,AUT,9050308,2004,"",68,TREFFLER Julian,"",Qualification Simonhöhe (AUT),2024-01-27
52,KOR,9320091,1995,"",18,LEE Sangho,"",Qualification Simonhöhe (AUT),2024-01-27
