RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"","",GER,9200210,2005,46,ADLER Felix Nepomuk,"","",European Cup Folgaria (ITA),2024-01-12
34,"","",ITA,9290524,2007,43,MUTSCHLECHNER Philipp,"","",European Cup Folgaria (ITA),2024-01-12
35,"","",ITA,9290514,2007,39,CRAZZOLARA Kevin,"","",European Cup Folgaria (ITA),2024-01-12
1,240.00,0.00,CZE,9150333,2006,17,MINARIK Krystof,1,100,European Cup Folgaria (ITA),2024-01-12
2,192.00,0.00,GER,9200145,2000,23,ANGENEND Yannik,2,80,European Cup Folgaria (ITA),2024-01-12
3,144.00,0.00,AUT,9050316,2005,26,PIETSCH Werner,3,60,European Cup Folgaria (ITA),2024-01-12
4,120.00,0.00,AUS,9040213,1999,31,EDMANSON Harvey,4,50,European Cup Folgaria (ITA),2024-01-12
5,108.00,1:04.34,UKR,9690062,1995,41,BELINSKYI Oleksandr,5,45,European Cup Folgaria (ITA),2024-01-12
6,96.00,1:04.46,ITA,9290395,2002,28,LANTSCHNER Fabian,6,40,European Cup Folgaria (ITA),2024-01-12
7,86.40,1:04.90,ITA,9290515,2007,19,RABANSER Tommy,7,36,European Cup Folgaria (ITA),2024-01-12
8,76.80,1:05.65,GER,9200208,2005,33,RIEL Benedikt,8,32,European Cup Folgaria (ITA),2024-01-12
9,69.60,1:03.41,GER,9200128,1999,32,HUBER Elias,9,29,European Cup Folgaria (ITA),2024-01-12
10,62.40,1:03.77,GER,9200158,2001,25,PRANTL Ole-Mikkel,10,26,European Cup Folgaria (ITA),2024-01-12
11,57.60,1:04.95,KOR,9320197,2002,22,MA Junho,11,24,European Cup Folgaria (ITA),2024-01-12
12,52.80,1:05.11,ITA,9290463,2005,20,SANTUARI Mike,12,22,European Cup Folgaria (ITA),2024-01-12
13,48.00,1:05.43,ITA,9290441,2004,36,DORFMANN Simon,13,20,European Cup Folgaria (ITA),2024-01-12
14,43.20,1:06.45,ITA,9290437,2004,35,DA COL Tommaso Felice,14,18,European Cup Folgaria (ITA),2024-01-12
15,38.40,1:06.88,POL,9430169,1999,24,RUTKOWSKI Mikolaj,15,16,European Cup Folgaria (ITA),2024-01-12
16,36.00,1:07.03,KOR,9320222,2005,40,PARK Jisung,16,15,European Cup Folgaria (ITA),2024-01-12
17,33.60,1:07.04,GER,9200176,2002,29,TANIGUCHI Kaijo,17,14,European Cup Folgaria (ITA),2024-01-12
18,31.20,1:07.77,ITA,9290497,2006,27,HALLER Manuel,18,13,European Cup Folgaria (ITA),2024-01-12
19,28.80,1:08.00,LAT,9550007,1983,34,KORDE Edijs,19,12,European Cup Folgaria (ITA),2024-01-12
20,26.40,1:08.82,POL,9430191,2004,45,WILK Michal,20,11,European Cup Folgaria (ITA),2024-01-12
21,24.00,1:09.22,ITA,9290530,2007,44,DA COL Edoardo Leone,21,10,European Cup Folgaria (ITA),2024-01-12
22,21.60,1:09.89,ITA,9290330,1999,47,CASTELLO Jamie Lee,22,9,European Cup Folgaria (ITA),2024-01-12
23,19.20,1:10.54,GER,9200201,2004,38,SOBINGER Tim,23,8,European Cup Folgaria (ITA),2024-01-12
24,16.80,1:12.11,ITA,9290464,2005,21,ZIMMERHOFER Elias,24,7,European Cup Folgaria (ITA),2024-01-12
25,14.40,1:18.63,GER,9200234,2008,48,SCHWERDT Samuel,25,6,European Cup Folgaria (ITA),2024-01-12
26,12.00,1:19.48,POL,9430208,2006,37,KULPINSKI Anatol,26,5,European Cup Folgaria (ITA),2024-01-12
27,10.80,1:23.69,FRA,9190630,1973,50,ABADIE William,27,4,European Cup Folgaria (ITA),2024-01-12
28,9.60,32.98,GER,9200191,2003,18,KUEHNHAUSER Max,28,3,European Cup Folgaria (ITA),2024-01-12
29,8.64,33.32,ITA,1020634,1973,42,RABANSER Georg,29,2,European Cup Folgaria (ITA),2024-01-12
30,"",36.21,ITA,9290532,2008,49,APOLLONIO Luca,30,1,European Cup Folgaria (ITA),2024-01-12
31,"",38.75,ITA,9290547,2008,51,POMPANIN Alessandro,31,"",European Cup Folgaria (ITA),2024-01-12
32,"",45.80,GER,9200203,2004,30,VOJTASEK Samuel,32,"",European Cup Folgaria (ITA),2024-01-12
