RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,200.00,1:11.08,CHN,1124947,1991,17,SUN Huan,1,100,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
2,160.00,1:10.63,CHN,1124951,1994,2,BI Ye,2,80,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
3,120.00,1:10.70,CHN,1124998,2000,1,QIN Zihan,3,60,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
4,100.00,1:12.74,JPN,9300856,2001,3,SHINOHARA Ryusuke,4,50,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
5,90.00,1:09.91,CHN,1124993,2002,5,BAN Xuefu,5,45,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
6,80.00,1:10.87,KOR,9320129,1998,8,CHO Wan-Hee,6,40,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
7,72.00,1:12.07,CHN,9120076,2003,15,SHAO Yunyang,7,36,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
8,64.00,1:12.13,CHN,1124990,2001,24,DING Xuedong,8,32,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
9,58.00,1:12.16,KOR,9320127,1998,9,HONG Seung-Yeong,9,29,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
10,52.00,1:12.96,KOR,9320222,2005,13,PARK Jisung,10,26,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
11,48.00,1:14.32,KOR,9320223,2005,10,YUN Chang Ha,11,24,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
12,44.00,1:14.56,CHN,9120159,2005,32,PENG Yuexi,12,22,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
13,40.00,1:14.87,CHN,1124989,2002,23,LYU Meishuo,13,20,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
14,36.00,1:16.06,CHN,9120161,2006,29,YAO Ming,14,18,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
15,32.00,1:16.76,JPN,9301035,2004,6,SUGIMOTO Shikoh,15,16,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
16,30.00,1:16.78,KOR,9320217,2004,18,KIL Geon Ho,16,15,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
17,28.00,1:17.77,JPN,9300973,2001,4,YOGO Ryusho,17,14,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
18,26.00,1:18.86,KOR,9320214,2004,12,KIM Hyoungbin,18,13,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
19,24.00,1:19.38,JPN,9300994,2003,11,SAEKI Reishi,19,12,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
20,22.00,1:19.39,KOR,9320237,2006,19,PARK Jaemin,20,11,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
21,20.00,1:20.21,CHN,9120160,2006,30,HUO Shuaijun,21,10,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
22,18.00,1:24.48,KOR,9320195,2002,7,LEE Junghoo,22,9,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
23,16.00,1:31.52,KOR,9320263,2008,28,CHOI Jiho,23,8,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
24,14.00,1:31.65,KOR,9320257,2008,26,KIM Minjae,24,7,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
25,12.00,1:32.15,KOR,9320267,2008,27,LEE Hyunseok,25,6,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
26,"",1:34.29,MGL,1724976,2003,25,GANBAATAR Ganzorig,26,5,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
27,"",1:56.42,MGL,1724979,1992,31,ZORIGT Ganbaatar,27,4,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
28,"","",JPN,9300905,2002,14,KANEMATSU Naoki,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
29,"","",KOR,9320240,2006,21,KIM Ji Eon,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
30,"","",KOR,9320246,2006,20,KIM Sangyun,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
31,"","",KOR,9320122,1997,16,CHO Soung-hee,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
32,"","",JPN,9300979,2002,22,YAMADA Daigo,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-13
