RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"",1:52.64,USA,9531967,2008,57,DIBELER Zachary,33,"",Nor-Am Cup Val Saint Come (CAN),2024-02-05
34,"",2:25.43,USA,9532030,1998,82,BLADON Avery,34,"",Nor-Am Cup Val Saint Come (CAN),2024-02-05
35,"","",USA,9531044,1995,74,SACHER Conrad,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
36,"","",CAN,9101030,2001,42,CARPENTIER Justin,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
37,"","",CAN,9101375,2003,77,LAPSHINOFF Owen,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
38,"","",USA,9531136,1990,50,BURNS Robert,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
39,"","",USA,9531492,2003,56,MCALLISTER Owen,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
40,"","",USA,9531571,2004,51,PIERCE Nicholas,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-05
1,320.00,1:25.74,CAN,9101129,2002,59,HELDMAN Ben,1,100,Nor-Am Cup Val Saint Come (CAN),2024-02-05
2,256.00,1:27.88,JPN,7300127,1986,58,SHIBA Masaki,2,80,Nor-Am Cup Val Saint Come (CAN),2024-02-05
3,192.00,1:24.75,CAN,9100945,2000,55,GAUDET Arnaud,3,60,Nor-Am Cup Val Saint Come (CAN),2024-02-05
4,160.00,1:29.03,JPN,9300856,2001,66,SHINOHARA Ryusuke,4,50,Nor-Am Cup Val Saint Come (CAN),2024-02-05
5,144.00,1:27.15,CAN,9100939,2000,46,NAZWASKI Michael,5,45,Nor-Am Cup Val Saint Come (CAN),2024-02-05
6,128.00,1:27.46,CAN,9100570,1996,39,LEFEBVRE Jules,6,40,Nor-Am Cup Val Saint Come (CAN),2024-02-05
7,115.20,1:28.58,JPN,9301037,2005,67,SUMINAGA Shogo,7,36,Nor-Am Cup Val Saint Come (CAN),2024-02-05
8,102.40,1:28.63,CAN,9100940,2000,61,BEHAN Jamie,8,32,Nor-Am Cup Val Saint Come (CAN),2024-02-05
9,92.80,1:28.17,USA,9530791,1994,40,ROSENCRANZ Ryan,9,29,Nor-Am Cup Val Saint Come (CAN),2024-02-05
10,83.20,1:28.26,USA,9531069,1997,48,UDOLF Dylan,10,26,Nor-Am Cup Val Saint Come (CAN),2024-02-05
11,76.80,1:28.62,JPN,9300870,2001,62,SHIMIZU Daichi,11,24,Nor-Am Cup Val Saint Come (CAN),2024-02-05
12,70.40,1:29.05,USA,7535029,1988,68,TRAPP Michael,12,22,Nor-Am Cup Val Saint Come (CAN),2024-02-05
13,64.00,1:29.60,JPN,9301035,2004,52,SUGIMOTO Shikoh,13,20,Nor-Am Cup Val Saint Come (CAN),2024-02-05
14,57.60,1:29.82,CAN,9100748,1998,65,KILMER-CHOI Richard Riley,14,18,Nor-Am Cup Val Saint Come (CAN),2024-02-05
15,51.20,1:30.21,USA,9531727,2006,44,SMITH Michael,15,16,Nor-Am Cup Val Saint Come (CAN),2024-02-05
16,48.00,1:30.55,CAN,9101355,2005,45,FREEMAN Luis,16,15,Nor-Am Cup Val Saint Come (CAN),2024-02-05
17,44.80,1:31.30,USA,9531573,2006,54,OVERSTAKE Walker,17,14,Nor-Am Cup Val Saint Come (CAN),2024-02-05
18,41.60,1:31.31,JPN,9300994,2003,72,SAEKI Reishi,18,13,Nor-Am Cup Val Saint Come (CAN),2024-02-05
19,38.40,1:31.37,CAN,9105291,1997,53,GAUDET Emile,19,12,Nor-Am Cup Val Saint Come (CAN),2024-02-05
20,35.20,1:31.62,JPN,9300973,2001,71,YOGO Ryusho,20,11,Nor-Am Cup Val Saint Come (CAN),2024-02-05
21,32.00,1:32.96,JPN,9301087,2005,73,SEINO Yoshiki,21,10,Nor-Am Cup Val Saint Come (CAN),2024-02-05
22,28.80,1:33.32,CAN,9101490,2008,76,HUNE Luke,22,9,Nor-Am Cup Val Saint Come (CAN),2024-02-05
23,25.60,1:33.72,CAN,9101366,2006,49,HELDMAN Matthew,23,8,Nor-Am Cup Val Saint Come (CAN),2024-02-05
24,22.40,1:34.70,GBR,9220173,2006,47,CARPENTER Samuel,24,7,Nor-Am Cup Val Saint Come (CAN),2024-02-05
25,19.20,1:35.56,CAN,9101331,2005,75,HOWDEN William,25,6,Nor-Am Cup Val Saint Come (CAN),2024-02-05
26,16.00,1:36.96,JPN,9300905,2002,60,KANEMATSU Naoki,26,5,Nor-Am Cup Val Saint Come (CAN),2024-02-05
27,14.40,1:38.86,JPN,9300979,2002,78,YAMADA Daigo,27,4,Nor-Am Cup Val Saint Come (CAN),2024-02-05
28,12.80,1:40.33,USA,9531068,1972,43,MCEWAN Everett,28,3,Nor-Am Cup Val Saint Come (CAN),2024-02-05
29,11.52,1:40.45,CAN,9101222,2003,80,SCOTT William,29,2,Nor-Am Cup Val Saint Come (CAN),2024-02-05
30,10.24,1:43.18,IND,1624962,1997,41,AHMAD LONE Zubair,30,1,Nor-Am Cup Val Saint Come (CAN),2024-02-05
31,8.96,1:43.40,JPN,9301135,2007,79,OKUDA Rento,31,"",Nor-Am Cup Val Saint Come (CAN),2024-02-05
32,"",1:45.18,USA,9531906,2008,81,WOLFE Walker,32,"",Nor-Am Cup Val Saint Come (CAN),2024-02-05
