RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,24.00,47.11,SUI,9510417,2000,36,CASANOVA Gian,33,"",World Cup Krynica (POL),2024-02-25
34,22.00,48.47,POL,9430012,1987,54,GASIENICA-DANIEL Andrzej,34,"",World Cup Krynica (POL),2024-02-25
35,20.00,48.91,CAN,9100940,2000,53,BEHAN Jamie,35,"",World Cup Krynica (POL),2024-02-25
36,"",49.39,CZE,9150168,1999,55,POCINEK Adam,36,"",World Cup Krynica (POL),2024-02-25
37,"",50.49,AUT,9050272,2001,47,PINK Matthaeus,37,"",World Cup Krynica (POL),2024-02-25
38,"",56.96,POL,9430193,2004,57,MIKOLAJCZYK Maciej,38,"",World Cup Krynica (POL),2024-02-25
39,"","",POL,9430169,1999,56,RUTKOWSKI Mikolaj,"","",World Cup Krynica (POL),2024-02-25
40,"","",CZE,9150333,2006,52,MINARIK Krystof,"","",World Cup Krynica (POL),2024-02-25
41,"","",ITA,9290227,1995,29,BAGOZZA Daniele,"","",World Cup Krynica (POL),2024-02-25
1,1000.00,1:33.02,AUT,9050238,1997,10,AUNER Arvid,1,100,World Cup Krynica (POL),2024-02-25
2,800.00,1:31.40,ITA,9290200,1994,1,BORMOLINI Maurizio,2,80,World Cup Krynica (POL),2024-02-25
3,600.00,1:32.21,AUT,9050042,1989,3,PAYER Alexander,3,60,World Cup Krynica (POL),2024-02-25
4,500.00,1:32.26,ITA,9290151,1992,4,FELICETTI Mirko,4,50,World Cup Krynica (POL),2024-02-25
5,450.00,1:32.20,ITA,7538766,1986,2,MARCH Aaron,5,45,World Cup Krynica (POL),2024-02-25
6,400.00,1:32.56,AUT,9050217,1996,5,OBMANN Fabian,6,40,World Cup Krynica (POL),2024-02-25
7,360.00,1:32.67,ITA,1163127,1980,6,FISCHNALLER Roland,7,36,World Cup Krynica (POL),2024-02-25
8,320.00,1:32.92,POL,9430120,1996,8,KWIATKOWSKI Oskar,8,32,World Cup Krynica (POL),2024-02-25
9,290.00,1:32.70,SUI,9510316,1995,7,CAVIEZEL Dario,9,29,World Cup Krynica (POL),2024-02-25
10,260.00,1:32.93,GER,9200158,2001,9,PRANTL Ole-Mikkel,10,26,World Cup Krynica (POL),2024-02-25
11,240.00,1:33.11,AUT,9050279,2001,11,BURGSTALLER Dominik,11,24,World Cup Krynica (POL),2024-02-25
12,220.00,1:33.20,SLO,1659088,1984,12,KOSIR Zan,12,22,World Cup Krynica (POL),2024-02-25
13,200.00,1:33.22,AUT,9050029,1988,13,KISLINGER Sebastian,13,20,World Cup Krynica (POL),2024-02-25
14,180.00,1:33.23,KOR,9320014,1989,14,KIM Sangkyum,14,18,World Cup Krynica (POL),2024-02-25
15,160.00,1:33.27,BUL,1094969,1990,15,YANKOV Radoslav,15,16,World Cup Krynica (POL),2024-02-25
16,150.00,1:33.29,KOR,9320091,1995,16,LEE Sangho,16,15,World Cup Krynica (POL),2024-02-25
17,140.00,1:33.58,AUT,1093190,1980,30,PROMMEGGER Andreas,17,14,World Cup Krynica (POL),2024-02-25
18,130.00,1:33.61,AUT,1054984,1985,28,KARL Benjamin,18,13,World Cup Krynica (POL),2024-02-25
19,120.00,1:33.68,POL,9430124,1996,44,NOWACZYK Michal,19,12,World Cup Krynica (POL),2024-02-25
20,110.00,1:33.78,ITA,9290107,1991,32,CORATTI Edwin,20,11,World Cup Krynica (POL),2024-02-25
21,100.00,1:33.79,GER,9200092,1993,40,BAUMEISTER Stefan,21,10,World Cup Krynica (POL),2024-02-25
22,90.00,1:34.13,CAN,9100945,2000,41,GAUDET Arnaud,22,9,World Cup Krynica (POL),2024-02-25
23,80.00,1:34.20,AUT,9050196,1995,45,JURITZ Aron,23,8,World Cup Krynica (POL),2024-02-25
24,70.00,1:34.49,SLO,7560012,1986,37,MARGUC Rok,24,7,World Cup Krynica (POL),2024-02-25
25,60.00,1:34.87,AUT,9050297,2003,50,KARNER Christoph,25,6,World Cup Krynica (POL),2024-02-25
26,50.00,1:34.95,JPN,7300127,1986,39,SHIBA Masaki,26,5,World Cup Krynica (POL),2024-02-25
27,45.00,1:35.32,UKR,9690121,1999,51,KHARUK Mykhailo,27,4,World Cup Krynica (POL),2024-02-25
28,40.00,1:36.48,GER,9200128,1999,35,HUBER Elias,28,3,World Cup Krynica (POL),2024-02-25
29,36.00,1:36.50,SLO,9560053,1991,26,MASTNAK Tim,29,2,World Cup Krynica (POL),2024-02-25
30,32.00,1:37.77,CAN,9101129,2002,43,HELDMAN Ben,30,1,World Cup Krynica (POL),2024-02-25
31,28.00,1:38.11,GER,9200145,2000,46,ANGENEND Yannik,31,"",World Cup Krynica (POL),2024-02-25
32,26.00,"",USA,9531244,2000,49,WINTERS Cody,32,"",World Cup Krynica (POL),2024-02-25
