RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
33,"",1:33.98,FRA,9190630,1973,62,33,ABADIE William,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
34,"",1:38.31,SUI,9510576,2008,69,34,BACCHI Gino,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
35,"",1:45.06,GER,9200128,1999,27,35,HUBER Elias,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
36,"","",SUI,9510546,2006,64,"",MEISSER Nicola,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
37,"","",POL,9430191,2004,63,"",WILK Michal,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
38,"","",ITA,9290524,2007,61,"",MUTSCHLECHNER Philipp,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
39,"","",CZE,9150213,1981,57,"",URBAN Ales,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
40,"","",CZE,9150168,1999,56,"",POCINEK Adam,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
41,"","",USA,9530791,1994,55,"",ROSENCRANZ Ryan,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
42,"","",CAN,9101030,2001,54,"",CARPENTIER Justin,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
43,"","",UKR,9690175,2005,49,"",BILOUS Nestor,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
44,"","",KOR,9320014,1989,44,"",KIM Sangkyum,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
45,"","",POL,9430169,1999,41,"",RUTKOWSKI Mikolaj,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
46,"","",GER,9200158,2001,36,"",PRANTL Ole-Mikkel,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
47,"","",CAN,9101129,2002,35,"",HELDMAN Ben,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
48,"","",BUL,1094969,1990,38,"",YANKOV Radoslav,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
1,360.00,1:13.05,GER,9200092,1993,22,1,BAUMEISTER Stefan,100,European Cup Davos/Rinerhorn  (SUI),2024-03-13
2,288.00,1:13.85,CAN,9100945,2000,23,2,GAUDET Arnaud,80,European Cup Davos/Rinerhorn  (SUI),2024-03-13
3,216.00,1:13.99,SUI,9510316,1995,25,3,CAVIEZEL Dario,60,European Cup Davos/Rinerhorn  (SUI),2024-03-13
4,180.00,1:14.68,CZE,9150333,2006,30,4,MINARIK Krystof,50,European Cup Davos/Rinerhorn  (SUI),2024-03-13
5,162.00,1:15.03,ITA,9290395,2002,24,5,LANTSCHNER Fabian,45,European Cup Davos/Rinerhorn  (SUI),2024-03-13
6,144.00,1:15.62,GER,9200145,2000,28,6,ANGENEND Yannik,40,European Cup Davos/Rinerhorn  (SUI),2024-03-13
7,129.60,1:15.85,KOR,9320197,2002,29,7,MA Junho,36,European Cup Davos/Rinerhorn  (SUI),2024-03-13
8,115.20,1:16.47,AUT,9050238,1997,37,8,AUNER Arvid,32,European Cup Davos/Rinerhorn  (SUI),2024-03-13
9,104.40,1:16.86,UKR,9690121,1999,34,9,KHARUK Mykhailo,29,European Cup Davos/Rinerhorn  (SUI),2024-03-13
10,93.60,1:16.90,GER,9200176,2002,31,10,TANIGUCHI Kaijo,26,European Cup Davos/Rinerhorn  (SUI),2024-03-13
11,86.40,1:16.92,ITA,9290515,2007,42,11,RABANSER Tommy,24,European Cup Davos/Rinerhorn  (SUI),2024-03-13
12,79.20,1:17.82,ITA,9290464,2005,32,12,ZIMMERHOFER Elias,22,European Cup Davos/Rinerhorn  (SUI),2024-03-13
13,72.00,1:18.75,ITA,1020634,1973,58,13,RABANSER Georg,20,European Cup Davos/Rinerhorn  (SUI),2024-03-13
14,64.80,1:19.15,GER,9200191,2003,33,14,KUEHNHAUSER Max,18,European Cup Davos/Rinerhorn  (SUI),2024-03-13
15,57.60,1:20.08,CAN,9100570,1996,48,15,LEFEBVRE Jules,16,European Cup Davos/Rinerhorn  (SUI),2024-03-13
16,54.00,1:20.11,ITA,9290497,2006,45,16,HALLER Manuel,15,European Cup Davos/Rinerhorn  (SUI),2024-03-13
17,50.40,1:20.63,UKR,9690174,2005,46,17,KABALIUK Mykhailo,14,European Cup Davos/Rinerhorn  (SUI),2024-03-13
18,46.80,1:20.67,ITA,9290441,2004,50,18,DORFMANN Simon,13,European Cup Davos/Rinerhorn  (SUI),2024-03-13
19,43.20,1:20.75,CAN,9100939,2000,53,19,NAZWASKI Michael,12,European Cup Davos/Rinerhorn  (SUI),2024-03-13
20,39.60,1:20.81,POL,9430012,1987,43,20,GASIENICA-DANIEL Andrzej,11,European Cup Davos/Rinerhorn  (SUI),2024-03-13
21,36.00,1:21.16,UKR,9690132,1993,59,21,HACHAK Stanislav,10,European Cup Davos/Rinerhorn  (SUI),2024-03-13
22,32.40,1:22.80,ITA,9290463,2005,26,22,SANTUARI Mike,9,European Cup Davos/Rinerhorn  (SUI),2024-03-13
