RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
23,28.80,1:23.44,LAT,9550007,1983,40,23,KORDE Edijs,8,European Cup Davos/Rinerhorn  (SUI),2024-03-13
24,25.20,1:23.85,SUI,9510555,2007,65,24,MOSCA Nuri,7,European Cup Davos/Rinerhorn  (SUI),2024-03-13
25,21.60,1:24.93,ITA,9290530,2007,66,25,DA COL Edoardo Leone,6,European Cup Davos/Rinerhorn  (SUI),2024-03-13
26,18.00,1:25.22,UKR,9690180,2006,52,26,POPADYCH Oleksandr,5,European Cup Davos/Rinerhorn  (SUI),2024-03-13
27,16.20,1:25.60,CZE,9150395,2008,68,27,MICHAL Tomas,4,European Cup Davos/Rinerhorn  (SUI),2024-03-13
28,14.40,1:25.97,ITA,9290514,2007,67,28,CRAZZOLARA Kevin,3,European Cup Davos/Rinerhorn  (SUI),2024-03-13
29,12.96,1:28.19,CAN,9100940,2000,39,29,BEHAN Jamie,2,European Cup Davos/Rinerhorn  (SUI),2024-03-13
30,11.52,1:28.83,ITA,9290437,2004,47,30,DA COL Tommaso Felice,1,European Cup Davos/Rinerhorn  (SUI),2024-03-13
31,10.08,1:29.38,USA,9530046,1988,60,31,BOTERO Emilio,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
32,9.36,1:31.25,UKR,9690183,2007,51,32,BAZHAN Sviatoslav,"",European Cup Davos/Rinerhorn  (SUI),2024-03-13
