RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
1,360.00,59.08,AUT,9050238,1997,131,1,AUNER Arvid,100,European Cup St. Moritz (SUI),2024-03-17
2,288.00,1:00.67,BUL,1094969,1990,145,2,YANKOV Radoslav,80,European Cup St. Moritz (SUI),2024-03-17
3,216.00,1:00.56,ITA,9290227,1995,121,3,BAGOZZA Daniele,60,European Cup St. Moritz (SUI),2024-03-17
4,180.00,1:00.70,AUT,9050217,1996,119,4,OBMANN Fabian,50,European Cup St. Moritz (SUI),2024-03-17
5,162.00,1:00.83,AUT,1093190,1980,129,5,PROMMEGGER Andreas,45,European Cup St. Moritz (SUI),2024-03-17
6,144.00,1:01.01,AUT,1054984,1985,118,6,KARL Benjamin,40,European Cup St. Moritz (SUI),2024-03-17
7,129.60,1:01.23,SUI,9510316,1995,134,7,CAVIEZEL Dario,36,European Cup St. Moritz (SUI),2024-03-17
8,115.20,1:01.42,SLO,9560053,1991,143,8,MASTNAK Tim,32,European Cup St. Moritz (SUI),2024-03-17
9,104.40,1:00.68,BUL,9090160,2005,148,9,ZAMFIROV Tervel,29,European Cup St. Moritz (SUI),2024-03-17
10,93.60,1:01.26,ITA,7538766,1986,144,10,MARCH Aaron,26,European Cup St. Moritz (SUI),2024-03-17
11,86.40,1:01.39,SLO,1659088,1984,147,11,KOSIR Zan,24,European Cup St. Moritz (SUI),2024-03-17
12,79.20,1:01.41,POL,9430124,1996,158,12,NOWACZYK Michal,22,European Cup St. Moritz (SUI),2024-03-17
13,72.00,1:01.42,GER,9200128,1999,135,13,HUBER Elias,20,European Cup St. Moritz (SUI),2024-03-17
14,64.80,1:01.63,BUL,9090161,2005,138,14,GERGYOVSKI Petar,18,European Cup St. Moritz (SUI),2024-03-17
15,57.60,1:01.84,ITA,9290107,1991,139,15,CORATTI Edwin,16,European Cup St. Moritz (SUI),2024-03-17
16,54.00,1:01.96,JPN,7300127,1986,153,16,SHIBA Masaki,15,European Cup St. Moritz (SUI),2024-03-17
17,50.40,1:02.30,ITA,9290395,2002,117,17,LANTSCHNER Fabian,14,European Cup St. Moritz (SUI),2024-03-17
18,46.80,1:02.86,UKR,9690121,1999,125,18,KHARUK Mykhailo,13,European Cup St. Moritz (SUI),2024-03-17
19,43.20,1:02.91,GER,9200158,2001,123,19,PRANTL Ole-Mikkel,12,European Cup St. Moritz (SUI),2024-03-17
20,39.60,1:03.07,ITA,9290463,2005,130,20,SANTUARI Mike,11,European Cup St. Moritz (SUI),2024-03-17
21,36.00,1:03.18,CAN,9100939,2000,160,21,NAZWASKI Michael,10,European Cup St. Moritz (SUI),2024-03-17
22,32.40,1:03.59,BUL,9090158,2004,159,22,KRASHNIAK Alexander,9,European Cup St. Moritz (SUI),2024-03-17
23,28.80,1:04.19,KOR,9320197,2002,128,23,MA Junho,8,European Cup St. Moritz (SUI),2024-03-17
24,25.20,1:05.72,GER,9200145,2000,120,24,ANGENEND Yannik,7,European Cup St. Moritz (SUI),2024-03-17
25,21.60,1:07.62,POL,9430012,1987,162,25,GASIENICA-DANIEL Andrzej,6,European Cup St. Moritz (SUI),2024-03-17
26,18.00,1:13.01,USA,9530046,1988,174,26,BOTERO Emilio,5,European Cup St. Moritz (SUI),2024-03-17
27,16.20,29.52,KOR,9320091,1995,141,27,LEE Sangho,4,European Cup St. Moritz (SUI),2024-03-17
28,14.40,30.16,CAN,9101129,2002,146,28,HELDMAN Ben,3,European Cup St. Moritz (SUI),2024-03-17
29,14.40,30.16,POL,9430120,1996,124,28,KWIATKOWSKI Oskar,3,European Cup St. Moritz (SUI),2024-03-17
30,11.52,30.20,ITA,9290464,2005,133,30,ZIMMERHOFER Elias,1,European Cup St. Moritz (SUI),2024-03-17
31,10.08,30.25,AUT,9050279,2001,150,31,BURGSTALLER Dominik,"",European Cup St. Moritz (SUI),2024-03-17
32,9.36,33.13,GER,9200191,2003,136,32,KUEHNHAUSER Max,"",European Cup St. Moritz (SUI),2024-03-17
33,8.64,31.60,CAN,9100940,2000,149,33,BEHAN Jamie,"",European Cup St. Moritz (SUI),2024-03-17
34,7.92,32.07,LAT,9550007,1983,163,34,KORDE Edijs,"",European Cup St. Moritz (SUI),2024-03-17
35,7.20,32.15,ITA,9290151,1992,137,35,FELICETTI Mirko,"",European Cup St. Moritz (SUI),2024-03-17
36,7.09,32.44,CAN,9100570,1996,157,36,LEFEBVRE Jules,"",European Cup St. Moritz (SUI),2024-03-17
37,6.98,32.54,SUI,9510417,2000,155,37,CASANOVA Gian,"",European Cup St. Moritz (SUI),2024-03-17
38,6.88,32.76,CAN,9101366,2006,173,38,HELDMAN Matthew,"",European Cup St. Moritz (SUI),2024-03-17
39,6.77,32.97,POL,9430169,1999,165,39,RUTKOWSKI Mikolaj,"",European Cup St. Moritz (SUI),2024-03-17
40,6.66,33.76,USA,9531573,2006,167,40,OVERSTAKE Walker,"",European Cup St. Moritz (SUI),2024-03-17
41,6.55,34.58,AUT,9050297,2003,156,41,KARNER Christoph,"",European Cup St. Moritz (SUI),2024-03-17
42,6.44,34.66,SLO,7560012,1986,151,42,MARGUC Rok,"",European Cup St. Moritz (SUI),2024-03-17
43,6.34,35.75,SUI,9510518,2005,179,43,KATHRINER Arne,"",European Cup St. Moritz (SUI),2024-03-17
44,6.23,36.10,SUI,9510555,2007,177,44,MOSCA Nuri,"",European Cup St. Moritz (SUI),2024-03-17
45,6.12,36.15,USA,9531571,2004,171,45,PIERCE Nicholas,"",European Cup St. Moritz (SUI),2024-03-17
46,"",38.38,POL,9430173,1989,178,46,PIEKAJ Lukasz,"",European Cup St. Moritz (SUI),2024-03-17
47,"",39.73,FRA,9190630,1973,175,47,ABADIE William,"",European Cup St. Moritz (SUI),2024-03-17
48,"",39.87,SUI,9510546,2006,176,48,MEISSER Nicola,"",European Cup St. Moritz (SUI),2024-03-17
49,"",40.06,GBR,9220173,2006,172,49,CARPENTER Samuel,"",European Cup St. Moritz (SUI),2024-03-17
50,"",41.78,SUI,9510576,2008,182,50,BACCHI Gino,"",European Cup St. Moritz (SUI),2024-03-17
51,"","",FIN,1656954,1983,185,"",PORKKALA Tuomas,"",European Cup St. Moritz (SUI),2024-03-17
52,"","",SUI,9510574,2008,183,"",SCHIBLI Alec,"",European Cup St. Moritz (SUI),2024-03-17
53,"","",FRA,9190583,1972,181,"",BRUN Jean Christophe,"",European Cup St. Moritz (SUI),2024-03-17
54,"","",USA,9531727,2006,170,"",SMITH Michael,"",European Cup St. Moritz (SUI),2024-03-17
55,"","",CAN,9101355,2005,168,"",FREEMAN Luis,"",European Cup St. Moritz (SUI),2024-03-17
56,"","",BUL,9090159,2004,166,"",GEORGIEV Kristian,"",European Cup St. Moritz (SUI),2024-03-17
57,"","",USA,9530791,1994,164,"",ROSENCRANZ Ryan,"",European Cup St. Moritz (SUI),2024-03-17
58,"","",CAN,9101030,2001,161,"",CARPENTIER Justin,"",European Cup St. Moritz (SUI),2024-03-17
59,"","",AUT,9050272,2001,154,"",PINK Matthaeus,"",European Cup St. Moritz (SUI),2024-03-17
60,"","",KOR,9320014,1989,152,"",KIM Sangkyum,"",European Cup St. Moritz (SUI),2024-03-17
61,"","",GER,9200176,2002,142,"",TANIGUCHI Kaijo,"",European Cup St. Moritz (SUI),2024-03-17
62,"","",GER,9200092,1993,140,"",BAUMEISTER Stefan,"",European Cup St. Moritz (SUI),2024-03-17
63,"","",AUT,9050042,1989,132,"",PAYER Alexander,"",European Cup St. Moritz (SUI),2024-03-17
64,"","",CZE,9150333,2006,127,"",MINARIK Krystof,"",European Cup St. Moritz (SUI),2024-03-17
65,"","",CAN,9100945,2000,126,"",GAUDET Arnaud,"",European Cup St. Moritz (SUI),2024-03-17
66,"","",ITA,9290200,1994,122,"",BORMOLINI Maurizio,"",European Cup St. Moritz (SUI),2024-03-17
67,"","",SUI,9510572,2008,184,"",THURNHEER Leon,"",European Cup St. Moritz (SUI),2024-03-17
68,"","",CZE,9150395,2008,180,"",MICHAL Tomas,"",European Cup St. Moritz (SUI),2024-03-17
69,"","",CZE,9150168,1999,169,"",POCINEK Adam,"",European Cup St. Moritz (SUI),2024-03-17
