RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,290.00,1:02.16,SUI,9515212,2003,3,BAETSCHI Flurina Neva,1,100,European Cup Pamporovo (BUL),2024-01-24
2,232.00,1:01.80,UKR,9695036,2003,1,HAPATYN Nadiia,2,80,European Cup Pamporovo (BUL),2024-01-24
3,174.00,1:04.40,AUS,9045081,1997,10,BONGIORNO Millie,3,60,European Cup Pamporovo (BUL),2024-01-24
4,145.00,1:02.78,AUT,9055093,2001,4,KAINZ Carmen,4,50,European Cup Pamporovo (BUL),2024-01-24
5,130.50,1:04.28,ITA,9295158,2003,9,FAVA Elisa,5,45,European Cup Pamporovo (BUL),2024-01-24
6,116.00,1:04.60,UKR,9695023,2001,11,BODNARUK Vita,6,40,European Cup Pamporovo (BUL),2024-01-24
7,104.40,1:04.72,SUI,9515236,2007,12,VON SIEBENTHAL Xenia,7,36,European Cup Pamporovo (BUL),2024-01-24
8,92.80,1:05.85,SUI,9515213,2004,15,BAETSCHI Laila Ursina,8,32,European Cup Pamporovo (BUL),2024-01-24
9,84.10,1:02.16,POL,9435104,2006,2,DAWIDEK Weronika,9,29,European Cup Pamporovo (BUL),2024-01-24
10,75.40,1:02.92,AUT,9055101,2002,5,WEIS Miriam,10,26,European Cup Pamporovo (BUL),2024-01-24
11,69.60,1:03.52,ITA,9295200,2004,6,FACHIN Fabiana,11,24,European Cup Pamporovo (BUL),2024-01-24
12,63.80,1:03.72,AUT,9055107,2003,7,SCHOEFFMANN Pia,12,22,European Cup Pamporovo (BUL),2024-01-24
13,58.00,1:03.83,POL,9435100,2005,8,ZAPALA Sonia,13,20,European Cup Pamporovo (BUL),2024-01-24
14,52.20,1:04.98,BUL,1605641,1982,13,PENTCHEVA Teodora,14,18,European Cup Pamporovo (BUL),2024-01-24
15,46.40,1:05.77,UKR,9695046,2005,14,PAVLIUK Eleonora,15,16,European Cup Pamporovo (BUL),2024-01-24
16,43.50,1:12.13,BUL,9095022,1994,16,UZUNOVA Zhivka,16,15,European Cup Pamporovo (BUL),2024-01-24
17,40.60,1:12.30,AUT,9055100,2002,25,PICHELKASTNER Jessica,17,14,European Cup Pamporovo (BUL),2024-01-24
18,37.70,1:16.28,BUL,9095067,2006,42,ANDONOVA Yordanka,18,13,European Cup Pamporovo (BUL),2024-01-24
19,34.80,1:33.19,BUL,9095076,2007,44,ZASHOVA Branimira,19,12,European Cup Pamporovo (BUL),2024-01-24
20,31.90,31.53,SUI,9515196,2002,19,HAUSER Ricarda,20,11,European Cup Pamporovo (BUL),2024-01-24
21,"",38.18,BUL,9095077,2008,40,GEORGIEVA Aglika,21,10,European Cup Pamporovo (BUL),2024-01-24
22,"",40.25,POL,9435097,2004,39,POLTORAK Karolina,22,9,European Cup Pamporovo (BUL),2024-01-24
23,"","","",KACICZAK Olga,POL,9435094,2004,"",,European Cup Pamporovo (BUL),2024-01-24
24,"","","",KOTSINOVA Andrea,BUL,9095070,2006,"",,European Cup Pamporovo (BUL),2024-01-24
25,"","","",MALOVANNA Oleksandra,UKR,1699984,1997,"",,European Cup Pamporovo (BUL),2024-01-24
26,"","","",HORDIICHUK Iryna,UKR,9695053,2008,"",,European Cup Pamporovo (BUL),2024-01-24
27,"","","",DANCHA Annamari,UKR,1699945,1990,"",,European Cup Pamporovo (BUL),2024-01-24
28,"","","",VALLE Sofia,ITA,9295182,2003,"",,European Cup Pamporovo (BUL),2024-01-24
