RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,180.00,ITA,9290515,2007,80,RABANSER Tommy,1,FIS Moninec (CZE),2023-12-22
2,144.00,CZE,9150333,2006,73,MINARIK Krystof,2,FIS Moninec (CZE),2023-12-22
3,108.00,ITA,9290463,2005,81,SANTUARI Mike,3,FIS Moninec (CZE),2023-12-22
4,90.00,JPN,9300905,2002,78,KANEMATSU Naoki,4,FIS Moninec (CZE),2023-12-22
5,81.00,ITA,9290497,2006,69,HALLER Manuel,5,FIS Moninec (CZE),2023-12-22
6,72.00,ITA,9290464,2005,71,ZIMMERHOFER Elias,6,FIS Moninec (CZE),2023-12-22
7,64.80,ITA,1020634,1973,67,RABANSER Georg,7,FIS Moninec (CZE),2023-12-22
8,57.60,ITA,9290441,2004,70,DORFMANN Simon,8,FIS Moninec (CZE),2023-12-22
9,52.20,UKR,9690140,2001,68,KABALIUK Andrii,9,FIS Moninec (CZE),2023-12-22
10,46.80,GER,9200208,2005,84,RIEL Benedikt,10,FIS Moninec (CZE),2023-12-22
11,43.20,UKR,9690132,1993,77,HACHAK Stanislav,11,FIS Moninec (CZE),2023-12-22
12,39.60,ITA,9290395,2002,74,LANTSCHNER Fabian,12,FIS Moninec (CZE),2023-12-22
13,36.00,AUS,9040213,1999,87,EDMANSON Harvey,13,FIS Moninec (CZE),2023-12-22
14,32.40,GER,9200201,2004,85,SOBINGER Tim,14,FIS Moninec (CZE),2023-12-22
15,28.80,AUT,9050316,2005,75,PIETSCH Werner,15,FIS Moninec (CZE),2023-12-22
16,27.00,CZE,1473042,1980,79,BRUZEK Viktor,16,FIS Moninec (CZE),2023-12-22
17,25.20,GER,9200203,2004,72,VOJTASEK Samuel,17,FIS Moninec (CZE),2023-12-22
18,23.40,GER,9200191,2003,82,KUEHNHAUSER Max,18,FIS Moninec (CZE),2023-12-22
19,21.60,JPN,9301037,2005,76,SUMINAGA Shogo,19,FIS Moninec (CZE),2023-12-22
20,"",GEO,1684990,1985,86,NAZGAIDZE Revaz,20,FIS Moninec (CZE),2023-12-22
21,"",ITA,9290330,1999,90,CASTELLO Jamie Lee,21,FIS Moninec (CZE),2023-12-22
22,,"",ADLER Felix Nepomuk,GER,9200210,2005,"",FIS Moninec (CZE),2023-12-22
23,,"",DA COL Tommaso Felice,ITA,9290437,2004,"",FIS Moninec (CZE),2023-12-22
24,,"",MOMONO Shinya,JPN,9300459,1992,"",FIS Moninec (CZE),2023-12-22
25,,"",KOZELSKY Radek,CZE,9150347,1972,"",FIS Moninec (CZE),2023-12-22
