RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date,URL,FIS Points,Score,Cup Points,Nation Year,Name,Order
22,USA,9531730,2006,,156,"",CARR Taggert,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21708,"","","",,,
1,CAN,9105518,2005,,111,1,MOISAN Aurelie,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,160.00,1:10.16,100,,,
2,JPN,9305291,1996,,105,2,TOYODA Asa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,128.00,1:10.95,80,,,
3,JPN,9305432,2003,,100,3,KANAZAWA Noa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,96.00,1:13.15,60,,,
4,USA,9535557,2002,,120,4,WILSON Sydney,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,80.00,1:21.45,50,,,
5,USA,9535531,2000,,104,5,BULLIS Alexa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,72.00,1:12.56,45,,,
6,USA,9535668,2006,,102,6,DOMINO Grace,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,64.00,1:13.05,40,,,
7,CAN,9105317,1998,,103,7,VAN GRONINGEN Abby,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,57.60,1:17.38,36,,,
8,CZE,9155117,2007,,129,8,JECHOVA Linda,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,51.20,1:17.70,32,,,
9,USA,1024805,1967,,108,9,OTT Lynn,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,46.40,1:16.85,29,,,
10,USA,9535525,2002,,112,10,KIZUKA Mika,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,41.60,1:17.06,26,,,
11,USA,9535558,1990,,131,11,STEPHENSON Kelsi,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,38.40,1:17.44,24,,,
12,USA,9535541,2001,,106,12,JONES Cecelia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,35.20,1:22.40,22,,,
13,USA,9535684,2006,,101,13,KIZUKA Akina,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,32.00,1:22.57,20,,,
14,JPN,9305407,2002,,114,14,NOZAKI Ran,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,28.80,1:25.02,18,,,
15,CAN,9105491,2004,,109,15,BETTEZ Anne-Laurie,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,25.60,1:25.20,16,,,
16,USA,9535542,2001,,123,16,DARROW Catherine,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,24.00,1:26.08,15,,,
17,USA,9535758,2006,,130,17,CZUDAY Madison,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,22.40,1:28.78,14,,,
18,USA,9535736,2005,,121,18,MAJOR Nicole,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,20.80,1:28.96,13,,,
19,AUS,9045127,2003,,119,19,CHAWNER Mia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,19.20,1:31.02,12,,,
20,USA,9535606,2002,,118,20,DIRADOUR Cannon,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,17.60,1:32.84,11,,,
21,USA,9535585,2000,,122,21,BLIZZARD Kaitlyn,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,16.00,1:34.38,10,,,
22,AUS,9045159,2004,,117,22,BROSE Georgia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,"",1:39.99,9,,,
23,JPN,9305498,2007,,126,23,HOSHI Sarasa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21707,"",1:43.42,8,,,
1,USA,9531136,1990,,165,1,BURNS Robert,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,160.00,1:27.77,100,,,
2,CAN,9105291,1997,,147,2,GAUDET Emile,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,128.00,1:31.84,80,,,
3,CAN,9101030,2001,,145,3,CARPENTIER Justin,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,96.00,1:25.78,60,,,
4,USA,9531727,2006,,152,4,SMITH Michael,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,80.00,1:32.01,50,,,
5,USA,9531730,2006,,156,5,CARR Taggert,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,72.00,1:27.43,45,,,
6,USA,9531573,2006,,153,6,OVERSTAKE Walker,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,64.00,1:27.72,40,,,
7,JPN,9301035,2004,,159,7,SUGIMOTO Shikoh,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,57.60,1:30.47,36,,,
8,JPN,9301078,2006,,150,8,YAMADA Rion,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,51.20,1:34.09,32,,,
9,GBR,9220173,2006,,161,9,CARPENTER Samuel,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,46.40,1:35.36,29,,,
10,USA,7537128,1987,,148,10,MACCUTCHEON Steven,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,41.60,1:37.02,26,,,
11,CAN,9101366,2006,,174,11,HELDMAN Matthew,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,38.40,1:38.42,24,,,
12,USA,9531571,2004,,149,12,PIERCE Nicholas,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,35.20,1:41.33,22,,,
13,USA,9531068,1972,,158,13,MCEWAN Everett,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,32.00,1:46.20,20,,,
14,USA,9532016,1977,,168,14,LOCKWOOD Bill,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,28.80,1:51.31,18,,,
15,USA,9531728,2006,,179,15,BULLIS Jack,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,25.60,1:54.03,16,,,
16,USA,9531492,2003,,164,16,MCALLISTER Owen,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,24.00,1:54.54,15,,,
17,USA,9531835,2007,,163,17,DEVITO Nathan,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,22.40,1:56.85,14,,,
18,USA,9531967,2008,,167,18,DIBELER Zachary,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,20.80,1:59.97,13,,,
19,USA,9531675,1981,,178,19,BEKIROGLU Burak,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,19.20,2:07.80,12,,,
20,USA,9531945,2008,,170,20,DEVITO Landon,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,"",2:20.81,11,,,
21,IND,1624962,1997,,162,21,AHMAD LONE Zubair,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,"",2:26.91,10,,,
22,GBR,9220145,2002,,177,"",CARPENTER Benjamin,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21710,"","","",,,
1,CAN,9105518,2005,,111,1,MOISAN Aurelie,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,160.00,1:36.04,100,,,
2,CAN,9105317,1998,,103,2,VAN GRONINGEN Abby,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,128.00,1:42.38,80,,,
3,USA,9535531,2000,,104,3,BULLIS Alexa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,96.00,1:41.62,60,,,
4,JPN,9305291,1996,,105,4,TOYODA Asa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,80.00,1:39.20,50,,,
5,USA,9535668,2006,,102,5,DOMINO Grace,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,72.00,1:39.60,45,,,
6,JPN,9305432,2003,,100,6,KANAZAWA Noa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,64.00,1:40.35,40,,,
7,USA,9535541,2001,,106,7,JONES Cecelia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,57.60,1:53.36,36,,,
8,CZE,9155117,2007,,129,8,JECHOVA Linda,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,51.20,1:53.76,32,,,
9,USA,9535557,2002,,120,9,WILSON Sydney,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,46.40,1:48.65,29,,,
10,USA,9535525,2002,,112,10,KIZUKA Mika,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,41.60,1:51.06,26,,,
11,CAN,9105491,2004,,109,11,BETTEZ Anne-Laurie,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,38.40,1:54.14,24,,,
12,USA,9535684,2006,,101,12,KIZUKA Akina,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,35.20,1:59.03,22,,,
13,USA,9535542,2001,,123,13,DARROW Catherine,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,32.00,1:59.09,20,,,
14,JPN,9305407,2002,,114,14,NOZAKI Ran,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,28.80,1:59.10,18,,,
15,USA,9535758,2006,,130,15,CZUDAY Madison,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,25.60,1:59.81,16,,,
16,USA,1024805,1967,,108,16,OTT Lynn,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,24.00,2:00.84,15,,,
17,AUS,9045159,2004,,117,17,BROSE Georgia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,22.40,2:02.90,14,,,
18,USA,9535736,2005,,121,18,MAJOR Nicole,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,20.80,2:07.66,13,,,
19,USA,9535606,2002,,118,19,DIRADOUR Cannon,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,19.20,2:07.95,12,,,
20,AUS,9045127,2003,,119,20,CHAWNER Mia,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,17.60,2:09.75,11,,,
21,USA,9535585,2000,,122,21,BLIZZARD Kaitlyn,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,"",2:16.68,10,,,
22,JPN,9305498,2007,,126,22,HOSHI Sarasa,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-12,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21709,"",2:22.17,9,,,
33,ITA,9290514,2007,,43,33,CRAZZOLARA Kevin,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"",44.23,"",,,
34,FRA,9190630,1973,,57,34,ABADIE William,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"",45.65,"",,,
35,POL,9430208,2006,,40,"",KULPINSKI Anatol,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
36,ITA,9290474,2005,,58,"",SIORPAES Giacomo,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
37,SUI,9510555,2007,,54,"",MOSCA Nuri,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
38,SUI,9510546,2006,,52,"",MEISSER Nicola,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
39,SUI,9510518,2005,,51,"",KATHRINER Arne,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
40,CZE,9150343,2006,,41,"",TULACH Ondrej,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
41,POL,9430012,1987,,35,"",GASIENICA-DANIEL Andrzej,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
42,AUT,9050308,2004,,33,"",TREFFLER Julian,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
43,UKR,9690121,1999,,18,"",KHARUK Mykhailo,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"","","",,,
1,GER,9200158,2001,,24,1,PRANTL Ole-Mikkel,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,240.00,0.00,100,,,
2,KOR,9320197,2002,,31,2,MA Junho,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,192.00,0.00,80,,,
3,GER,9200208,2005,,36,3,RIEL Benedikt,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,144.00,0.00,60,,,
4,GER,9200145,2000,,22,4,ANGENEND Yannik,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,120.00,0.00,50,,,
5,ITA,9290395,2002,,32,5,LANTSCHNER Fabian,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,108.00,1:09.26,45,,,
6,ITA,9290464,2005,,17,6,ZIMMERHOFER Elias,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,96.00,1:10.98,40,,,
7,GER,9200191,2003,,23,7,KUEHNHAUSER Max,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,86.40,1:11.84,36,,,
8,ITA,9290437,2004,,38,8,DA COL Tommaso Felice,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,76.80,1:14.20,32,,,
9,CZE,9150333,2006,,26,9,MINARIK Krystof,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,69.60,1:10.80,29,,,
10,ITA,9290463,2005,,19,10,SANTUARI Mike,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,62.40,1:11.22,26,,,
11,ITA,9290441,2004,,39,11,DORFMANN Simon,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,57.60,1:11.92,24,,,
12,KOR,9320222,2005,,44,12,PARK Jisung,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,52.80,1:13.05,22,,,
13,GER,9200176,2002,,21,13,TANIGUCHI Kaijo,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,48.00,1:13.24,20,,,
14,UKR,9690062,1995,,45,14,BELINSKYI Oleksandr,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,43.20,1:13.46,18,,,
15,AUS,9040213,1999,,27,15,EDMANSON Harvey,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,38.40,1:14.38,16,,,
16,ITA,1020634,1973,,46,16,RABANSER Georg,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,36.00,1:14.79,15,,,
17,POL,9430169,1999,,34,17,RUTKOWSKI Mikolaj,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,33.60,1:14.89,14,,,
18,ITA,9290515,2007,,20,18,RABANSER Tommy,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,31.20,1:15.24,13,,,
19,AUT,9050316,2005,,29,19,PIETSCH Werner,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,28.80,1:15.73,12,,,
20,ITA,9290330,1999,,53,20,CASTELLO Jamie Lee,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,26.40,1:16.06,11,,,
21,GER,9200201,2004,,42,21,SOBINGER Tim,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,24.00,1:17.37,10,,,
22,ITA,9290524,2007,,47,22,MUTSCHLECHNER Philipp,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,21.60,1:17.68,9,,,
23,POL,9430191,2004,,49,23,WILK Michal,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,19.20,1:17.91,8,,,
24,GER,9200203,2004,,28,24,VOJTASEK Samuel,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,16.80,1:19.56,7,,,
25,ITA,9290532,2008,,56,25,APOLLONIO Luca,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,14.40,1:21.05,6,,,
26,ITA,9290530,2007,,48,26,DA COL Edoardo Leone,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,12.00,1:22.45,5,,,
27,ITA,9290497,2006,,30,27,HALLER Manuel,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,10.80,1:23.34,4,,,
28,ITA,9290547,2008,,59,28,POMPANIN Alessandro,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,9.60,1:28.04,3,,,
29,GER,9200210,2005,,50,29,ADLER Felix Nepomuk,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,8.64,1:37.36,2,,,
30,GER,9200128,1999,,25,30,HUBER Elias,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,7.68,35.48,1,,,
31,LAT,9550007,1983,,37,31,KORDE Edijs,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,6.72,36.68,"",,,
32,GER,9200234,2008,,55,32,SCHWERDT Samuel,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21628,"",39.33,"",,,
1,AUT,9055100,2002,,30,1,PICHELKASTNER Jessica,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,290.00,0.00,100,,,
2,AUT,9055101,2002,,25,2,WEIS Miriam,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,232.00,0.00,80,,,
3,UKR,1699945,1990,,31,3,DANCHA Annamari,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,174.00,0.00,60,,,
4,CZE,9155107,2005,,18,4,KECLIKOVA Adela,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,145.00,0.00,50,,,
5,ITA,9295158,2003,,23,5,FAVA Elisa,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,130.50,1:14.89,45,,,
6,AUT,9055093,2001,,26,6,KAINZ Carmen,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,116.00,1:15.72,40,,,
7,AUT,9055107,2003,,32,7,SCHOEFFMANN Pia,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,104.40,1:17.48,36,,,
8,SUI,9515196,2002,,17,8,HAUSER Ricarda,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,92.80,1:20.21,32,,,
9,GER,9205103,2006,,27,9,SCHEID Mathilda,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,84.10,1:16.90,29,,,
10,POL,9435104,2006,,20,10,DAWIDEK Weronika,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,75.40,1:17.58,26,,,
11,SUI,9515213,2004,,29,11,BAETSCHI Laila Ursina,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,69.60,1:18.79,24,,,
12,CZE,9155071,2003,,34,12,SONKOVA Klara,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,63.80,1:19.62,22,,,
13,SUI,9515212,2003,,22,13,BAETSCHI Flurina Neva,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,58.00,1:19.75,20,,,
14,SUI,9515236,2007,,24,14,VON SIEBENTHAL Xenia,European Cup Folgaria (ITA),2024-01-11,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=21627,52.20,1:21.33,18,,,
