RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date,URL,FIS Points,Score,Cup Points,Nation Year,Name,Order
22,AUS,9045159,2004,,15,22,BROSE Georgia,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,16.20,1:53.75,9,,,
23,USA,9535736,2005,,36,23,MAJOR Nicole,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,14.40,1:55.98,8,,,
24,USA,9535769,2006,,37,24,SCHREDER Sabrina,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,12.60,2:01.00,7,,,
25,AUS,9045127,2003,,35,25,CHAWNER Mia,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,"",2:02.08,6,,,
26,USA,9535774,2008,,38,26,ROTH Alaiza,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,"",2:03.55,5,,,
27,USA,9535557,2002,,23,"",WILSON Sydney,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,"","","",,,
28,CAN,9105568,2007,,24,"",SWEENEY Rowan,Nor-Am Cup Val Saint Come (CAN),2024-02-06,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22024,"","","",,,
1,JPN,9300870,2001,,31,1,SHIMIZU Daichi,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,110.00,1:34.23,,,,
2,CAN,9105291,1997,,27,2,GAUDET Emile,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,88.00,1:31.72,,,,
3,JPN,9301035,2004,,30,3,SUGIMOTO Shikoh,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,66.00,1:30.45,,,,
4,JPN,9300994,2003,,33,4,SAEKI Reishi,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,55.00,1:31.92,,,,
5,JPN,9301135,2007,,38,5,OKUDA Rento,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,49.50,1:36.30,,,,
6,JPN,9300973,2001,,29,6,YOGO Ryusho,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,44.00,1:40.11,,,,
7,CAN,9101222,2003,,40,7,SCOTT William,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,39.60,1:40.22,,,,
8,USA,9531044,1995,,35,8,SACHER Conrad,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,35.20,1:42.58,,,,
9,JPN,9300979,2002,,36,9,YAMADA Daigo,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,31.90,1:43.59,,,,
10,USA,9532030,1998,,42,10,BLADON Avery,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,28.60,1:45.38,,,,
11,JPN,9301087,2005,,32,11,SEINO Yoshiki,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,26.40,1:45.89,,,,
12,USA,9531068,1972,,34,12,MCEWAN Everett,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,24.20,1:47.45,,,,
13,CAN,9101499,2008,,41,13,SCOTT Vincent,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,22.00,1:53.95,,,,
14,USA,9531967,2008,,37,14,DIBELER Zachary,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,"",1:56.02,,,,
15,JPN,9301037,2005,,28,"",SUMINAGA Shogo,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,"","",,,,
16,USA,9531906,2008,,39,"",WOLFE Walker,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22166,"","",,,,
1,JPN,9305432,2003,,16,1,KANAZAWA Noa,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,120.00,1:37.27,,,,
2,USA,9535431,1999,,12,2,KIZUKA Kaiya,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,96.00,1:37.93,,,,
3,JPN,9305474,2005,,11,3,JIGE Ayane,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,72.00,1:39.29,,,,
4,JPN,9305437,2003,,9,4,YOGO Sakura,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,60.00,1:41.40,,,,
5,JPN,9305461,2004,,5,5,OSHIMA Hinano,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,54.00,1:41.81,,,,
6,JPN,9305501,2006,,6,6,NANASAKI Riho,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,48.00,1:42.14,,,,
7,JPN,9305482,2003,,17,7,KAMATA Mizuki,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,43.20,1:43.83,,,,
8,JPN,9305476,2005,,10,8,MAEDA Suzumi,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,38.40,1:45.06,,,,
9,JPN,9305252,1994,,20,9,UENO Koto,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,34.80,1:45.72,,,,
10,USA,9535525,2002,,18,10,KIZUKA Mika,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,31.20,1:49.44,,,,
11,CAN,9105491,2004,,15,11,BETTEZ Anne-Laurie,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,28.80,1:49.90,,,,
12,USA,9535684,2006,,19,12,KIZUKA Akina,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,26.40,1:49.97,,,,
13,AUS,9045159,2004,,23,13,BROSE Georgia,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,24.00,1:57.45,,,,
14,USA,9535769,2006,,25,14,SCHREDER Sabrina,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,21.60,2:04.09,,,,
15,USA,9535774,2008,,24,15,ROTH Alaiza,FIS Val Saint Come (CAN),2024-02-07,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22165,"",2:06.52,,,,
1,ITA,9290151,1992,,21,1,FELICETTI Mirko,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,290.00,1:23.80,,,,
2,ITA,9290200,1994,,30,2,BORMOLINI Maurizio,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,232.00,1:23.83,,,,
3,ITA,9290227,1995,,23,2,BAGOZZA Daniele,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,232.00,1:23.83,,,,
4,ITA,1163127,1980,,20,4,FISCHNALLER Roland,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,145.00,1:24.10,,,,
5,ITA,7538766,1986,,17,5,MARCH Aaron,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,130.50,1:24.66,,,,
6,GER,9200128,1999,,29,6,HUBER Elias,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,116.00,1:25.24,,,,
7,GER,9200092,1993,,22,7,BAUMEISTER Stefan,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,104.40,1:25.52,,,,
8,GER,9200145,2000,,18,8,ANGENEND Yannik,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,92.80,1:25.53,,,,
9,ITA,9290463,2005,,27,9,SANTUARI Mike,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,84.10,1:26.42,,,,
10,ITA,9290395,2002,,19,10,LANTSCHNER Fabian,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,75.40,1:26.52,,,,
11,ITA,9290107,1991,,31,11,CORATTI Edwin,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,69.60,1:26.53,,,,
12,ITA,9290515,2007,,26,12,RABANSER Tommy,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,63.80,1:26.79,,,,
13,SUI,9510417,2000,,28,13,CASANOVA Gian,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,58.00,1:27.34,,,,
14,SUI,9510316,1995,,24,14,CAVIEZEL Dario,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,52.20,1:27.47,,,,
15,GER,9200158,2001,,32,15,PRANTL Ole-Mikkel,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,46.40,1:27.61,,,,
16,GER,9200203,2004,,39,16,VOJTASEK Samuel,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,43.50,1:27.67,,,,
17,GER,9200191,2003,,25,17,KUEHNHAUSER Max,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,40.60,1:27.80,,,,
18,AUS,9040213,1999,,38,18,EDMANSON Harvey,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,37.70,1:28.39,,,,
19,LAT,9550007,1983,,48,19,KORDE Edijs,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,34.80,1:28.54,,,,
20,ITA,1020634,1973,,42,20,RABANSER Georg,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,31.90,1:28.66,,,,
21,GER,9200176,2002,,34,21,TANIGUCHI Kaijo,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,29.00,1:28.81,,,,
22,POL,9430169,1999,,40,22,RUTKOWSKI Mikolaj,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,26.10,1:29.16,,,,
23,ITA,9290497,2006,,36,23,HALLER Manuel,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,23.20,1:29.49,,,,
24,GER,9200208,2005,,35,24,RIEL Benedikt,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,20.30,1:30.00,,,,
25,CZE,9150168,1999,,37,25,POCINEK Adam,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,17.40,1:30.19,,,,
26,ITA,9290330,1999,,54,26,CASTELLO Jamie Lee,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,14.50,1:30.32,,,,
27,CZE,9150343,2006,,44,27,TULACH Ondrej,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,13.05,1:30.55,,,,
28,ITA,9290514,2007,,51,28,CRAZZOLARA Kevin,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,11.60,1:31.83,,,,
29,ITA,9290524,2007,,45,29,MUTSCHLECHNER Philipp,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,10.44,1:32.11,,,,
30,ITA,9290437,2004,,43,30,DA COL Tommaso Felice,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,9.28,1:32.13,,,,
31,ITA,9290441,2004,,41,31,DORFMANN Simon,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,8.12,1:32.22,,,,
32,CZE,9150387,2007,,49,32,KLEIN Krystof,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,7.54,1:35.68,,,,
33,GER,9200201,2004,,46,33,SOBINGER Tim,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,6.96,45.36,,,,
34,ITA,9290530,2007,,52,34,DA COL Edoardo Leone,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,6.38,45.76,,,,
35,FRA,1580324,1985,,62,35,MERMET-GUYENET Julien,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.80,48.62,,,,
36,ITA,9290547,2008,,61,36,POMPANIN Alessandro,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.71,50.45,,,,
37,ITA,1333459,1961,,55,37,FAVA Fabrizio,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.63,51.25,,,,
38,GER,9200210,2005,,53,38,ADLER Felix Nepomuk,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.54,51.98,,,,
39,POL,9430229,2008,,63,39,MIKA Stanislaw,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.45,52.02,,,,
40,CZE,9150345,2008,,50,40,MARES Filip,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.36,53.27,,,,
41,ITA,9290532,2008,,60,41,APOLLONIO Luca,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.28,53.37,,,,
42,FRA,9190583,1972,,58,42,BRUN Jean Christophe,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.19,53.50,,,,
43,GER,9200234,2008,,56,43,SCHWERDT Samuel,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.10,53.70,,,,
44,GER,9200220,2006,,57,44,RIEDEL Arne,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,5.02,55.68,,,,
45,ITA,9290474,2005,,66,45,SIORPAES Giacomo,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,4.93,56.32,,,,
46,ITA,9290551,2008,,64,46,PITON Filippo,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,"",57.60,,,,
47,POL,9430208,2006,,47,47,KULPINSKI Anatol,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,"",59.74,,,,
48,FRA,9190311,1983,,59,48,BUFFA Sebastien,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,"",1:04.99,,,,
49,ITA,9290556,2008,,65,49,FAVARETTO Giacomo,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,"",1:09.09,,,,
50,ITA,9290464,2005,,33,"",ZIMMERHOFER Elias,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22348,"","",,,,
33,ITA,9295240,2008,,152,33,DORFMANN Emma,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,6.96,55.13,,,,
34,POL,9435094,2004,,129,34,KACICZAK Olga,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,6.38,56.83,,,,
35,GER,9205107,2007,,149,35,VOJTASEKOVA Simona,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,"",57.25,,,,
36,ITA,9295228,2005,,145,36,LAMBER Viktoria,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,"",58.57,,,,
37,ITA,9295208,2005,,148,37,ZIMMERHOFER Marlis,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,"",1:00.26,,,,
1,ITA,9295145,1997,,120,1,DALMASSO Lucia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,290.00,1:30.36,,,,
2,SUI,9515102,1993,,131,2,JENNY Ladina,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,232.00,1:30.96,,,,
3,GER,9205050,1994,,122,3,LOCH Cheyenne,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,174.00,1:30.33,,,,
4,CZE,9155072,2003,,123,4,MADEROVA Zuzana,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,145.00,1:30.78,,,,
5,ITA,9295154,2001,,124,5,CORATTI Jasmin,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,130.50,1:31.13,,,,
6,GER,9205104,2006,,117,6,JANSING Salome,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,116.00,1:31.81,,,,
7,ITA,9295132,1999,,126,7,CAFFONT Elisa,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,104.40,1:32.21,,,,
8,POL,9435104,2006,,132,8,DAWIDEK Weronika,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,92.80,1:32.40,,,,
9,ITA,9295158,2003,,119,9,FAVA Elisa,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,84.10,1:33.04,,,,
10,GER,9205097,2005,,133,10,TANIGUCHI Yuna,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,75.40,1:33.24,,,,
11,CZE,9155071,2003,,118,11,SONKOVA Klara,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,69.60,1:33.49,,,,
12,ITA,9295211,2005,,140,12,RABANSER Sophie,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,63.80,1:33.97,,,,
13,ITA,9295182,2003,,128,13,VALLE Sofia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,58.00,1:34.10,,,,
14,AUS,9045081,1997,,121,14,BONGIORNO Millie,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,52.20,1:34.48,,,,
15,GER,9205100,2005,,137,15,BUCCIONI Aurelia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,46.40,1:35.34,,,,
16,CZE,9155052,1996,,139,16,HOUZVICKOVA Kristyna,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,43.50,1:36.12,,,,
17,ITA,9295234,2008,,146,17,CARNEVALI Giorgia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,40.60,1:37.41,,,,
18,GER,9205105,2006,,125,18,GUNKEL Hannah,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,37.70,1:37.48,,,,
19,GER,9205056,1996,,127,19,HOCHREITER Melanie,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,34.80,1:38.01,,,,
20,GER,9205106,2007,,144,20,REICHELMEIR Ina,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,31.90,1:38.49,,,,
21,GER,9205103,2006,,130,21,SCHEID Mathilda,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,29.00,1:39.66,,,,
22,ITA,9295224,2006,,142,22,MAMMONE Anna Victoria,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,26.10,1:39.68,,,,
23,ITA,9295200,2004,,138,23,FACHIN Fabiana,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,23.20,1:42.34,,,,
24,POL,9435100,2005,,134,24,ZAPALA Sonia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,20.30,1:43.10,,,,
25,ITA,9295238,2007,,150,25,FEDERSPIELER Sofia,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,17.40,1:43.44,,,,
26,ITA,9295178,2003,,143,26,BOSSA Rachele,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,14.50,1:43.67,,,,
27,CZE,9155110,2006,,141,27,BIEGELOVA Sofie,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,13.05,1:44.31,,,,
28,ITA,9295232,2007,,147,28,BOSIA Chiara,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,11.60,1:47.02,,,,
29,CZE,9155116,2006,,135,29,MARESOVA Emma Maya,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,10.44,1:49.28,,,,
30,GER,9205112,2008,,136,30,JANSING Zoe,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,9.28,1:51.62,,,,
31,ITA,9295236,2008,,151,31,CALL Lucy,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,8.12,1:54.81,,,,
32,ITA,9295245,2008,,153,32,IRSARA Bettina,National Championships Funes - Vilnoess (ITA),2024-02-08,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22346,7.54,2:02.87,,,,
33,ITA,9290514,2007,,47,33,CRAZZOLARA Kevin,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,6.96,42.29,,,,
34,CZE,9150344,2006,,49,34,SONKA Antonin,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,6.38,45.38,,,,
35,ITA,9290551,2008,,59,35,PITON Filippo,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,5.80,50.72,,,,
36,FRA,9190583,1972,,55,35,BRUN Jean Christophe,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,5.80,50.72,,,,
37,GER,9200210,2005,,50,37,ADLER Felix Nepomuk,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,"",52.14,,,,
38,ITA,9290556,2008,,60,38,FAVARETTO Giacomo,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,"",59.25,,,,
39,ITA,9290524,2007,,42,"",MUTSCHLECHNER Philipp,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,"","",,,,
40,GER,9200203,2004,,37,"",VOJTASEK Samuel,National Championships Funes - Vilnoess (ITA),2024-02-09,https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=22352,"","",,,,
